0	10.4752	10.2669	10.1837	9.9253	9.8588	9.7590	9.6090	9.5509	9.3259	9.1175	9.1845	9.0513	9.1850	9.1519	9.1939	9.4111	9.3863	9.8121	10.2629	10.7387	11.6401	11.8072	12.9505	13.7517	13.8938	15.3792	16.0303	16.3893	17.1404	16.5984	15.6475	14.7717	13.3619	12.5111	10.6341	9.3828	8.1232	7.0555	6.6302	6.3885	6.3053	6.2222	6.1390	6.0558	5.9726	5.8894	5.8063	5.7231	5.6399	5.5567
1	10.4480	10.2251	10.1092	10.0099	9.8034	9.5887	9.4894	9.4641	9.2412	9.2407	8.9930	9.1820	9.1238	9.1809	9.3204	9.4600	9.8713	10.3403	10.4963	11.1136	11.8792	12.4306	13.3444	14.1594	14.9909	15.6246	16.0524	17.0651	17.3035	17.1712	15.2184	13.7763	12.1365	10.9498	9.6231	8.4528	7.5050	6.8290	6.5649	6.3667	6.2838	6.2009	6.1180	6.0351	5.9522	5.8693	5.7864	5.7035	5.6206	5.5377
2	10.3144	9.8385	9.8424	9.7777	9.5331	9.4770	9.4551	9.1934	9.1630	9.1069	9.0850	9.1660	9.2298	9.2936	9.4346	9.5498	10.1191	10.3971	11.0264	11.6727	12.3191	13.3511	13.8518	14.9951	15.1018	16.1166	16.9943	16.9296	16.4194	15.4809	14.7137	13.0812	11.4658	10.2531	9.1433	8.1362	7.1291	6.6104	6.3915	6.2839	6.2021	6.1203	6.0385	5.9567	5.8749	5.7930	5.7112	5.6294	5.5476	5.4658
3	10.0068	9.8124	9.6446	9.4324	9.3356	9.1500	9.0621	9.0540	9.0016	9.0379	9.0210	9.1017	9.2002	9.5915	9.5835	10.0458	10.2153	11.2191	11.5483	12.0817	13.0588	13.4324	14.4717	15.2891	16.4526	16.4002	16.5697	16.1622	16.2962	15.4005	13.5907	12.1448	10.7078	9.6702	8.4018	7.4973	6.8413	6.3363	6.1951	6.0716	5.9926	5.9135	5.8345	5.7554	5.6764	5.5973	5.5183	5.4392	5.3602	5.2811
4	10.0286	9.9216	9.7354	9.5491	9.4949	9.5816	9.2545	9.3500	9.2782	9.3738	9.3460	9.5208	9.6075	9.8264	10.3006	10.3345	11.0553	11.7761	12.7523	13.0768	13.6655	14.2719	14.5523	15.4405	15.2454	16.0190	15.8856	16.2454	15.6804	14.0322	12.6747	11.2731	10.4175	9.3682	8.2484	7.3840	6.9071	6.4567	6.2704	6.1986	6.1092	6.0286	5.9480	5.8674	5.7869	5.7063	5.6257	5.5451	5.4645	5.3839
5	10.6703	10.4895	10.3565	10.2474	10.1861	9.9097	9.7607	9.6277	9.5585	9.4175	9.3403	9.2870	9.1699	9.3955	9.4537	9.5757	9.7136	9.9552	10.4278	10.7490	11.5005	12.0368	12.4377	13.3008	14.7456	14.6604	15.8183	16.7291	16.6758	16.7102	16.0114	14.5955	13.4425	12.0584	10.5628	9.3461	8.2887	7.2792	6.7477	6.5510	6.4578	6.3726	6.2875	6.2023	6.1171	6.0319	5.9467	5.8615	5.7763	5.6911
6	10.2470	10.2656	9.8901	9.7830	9.7430	9.4178	9.4700	9.2371	9.2641	9.0815	9.1505	8.9428	8.8943	9.1730	9.4349	9.4284	9.8412	10.1786	10.6837	11.1552	11.7861	12.3499	13.4085	14.2910	15.0477	16.0643	16.9552	16.7307	17.0764	16.4493	15.0423	13.5514	12.4630	10.9721	9.6573	8.4432	7.4722	6.7361	6.4277	6.2954	6.2135	6.1315	6.0495	5.9676	5.8856	5.8036	5.7217	5.6397	5.5577	5.4758
7	10.0861	9.9798	9.5873	9.5244	9.4355	9.3031	9.1968	9.0819	9.0623	8.9820	8.9884	8.9775	9.0447	9.2419	9.3350	9.7317	10.0069	10.4729	11.0516	11.7258	12.2785	13.1521	14.3204	14.3876	15.4519	16.8544	16.5747	17.5350	16.2754	15.5274	14.5193	12.9476	11.5406	10.3590	8.8913	7.8659	7.0312	6.5694	6.3417	6.1660	6.0857	6.0054	5.9251	5.8449	5.7646	5.6843	5.6040	5.5237	5.4435	5.3632
8	9.7833	9.5481	9.4425	9.2906	9.1757	9.1164	9.0200	8.9700	8.7810	8.8328	8.9678	9.0843	9.3026	9.5209	9.6281	10.2166	10.4812	11.3474	11.9914	12.3763	13.1591	13.5903	14.8359	15.1745	16.2720	16.4996	16.1626	16.8159	15.4701	14.5316	13.4635	12.0807	10.6146	9.6946	8.3488	7.4936	6.7586	6.3013	6.0939	5.9790	5.9012	5.8234	5.7455	5.6677	5.5898	5.5120	5.4341	5.3563	5.2784	5.2006
9	9.6022	9.4588	9.4297	9.1340	9.1334	9.0566	9.0750	9.0744	9.0738	9.1493	9.2629	9.4527	9.5758	9.8702	10.2979	10.9159	10.9819	11.4476	12.7889	12.9596	14.0821	14.3765	15.4418	15.3936	15.6500	16.2394	15.8771	15.5054	15.1050	13.8481	12.8482	11.6484	10.3058	9.0204	7.7825	7.0681	6.4584	6.1627	5.9717	5.9045	5.8182	5.7415	5.6647	5.5880	5.5112	5.4345	5.3577	5.2810	5.2042	5.1275
10	10.6591	10.4070	10.2505	10.3092	9.9215	9.8288	9.6803	9.5317	9.5267	9.3941	9.3413	9.2565	9.2435	9.2943	9.2574	9.5873	9.7656	10.0237	10.4333	10.6515	11.3162	12.1802	12.6615	13.7806	14.3178	15.1021	16.1255	16.5989	16.9208	16.4374	15.5314	14.6175	13.3528	12.1518	10.6479	9.0723	8.0069	7.2923	6.7292	6.5408	6.4241	6.3394	6.2547	6.1699	6.0852	6.0004	5.9157	5.8309	5.7462	5.6614
