9.74,9.5261,9.45,9.1809,9.1232,9.0287,8.8791,8.8306,8.5983,8.3844,8.4737,8.3425,8.5053,8.4843,8.546,8.8007,8.7889,9.2733,9.7852,10.3247,11.3328,11.5324,12.8069,13.7048,13.8767,15.528,16.2605,16.6713,17.514,16.9326,15.901,14.952,13.415,12.4936,10.4421,9.0797,7.7081,6.5478,6.095,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3878,5.3117,5.2356,5.1595,5.0834
9.7439,9.514,9.4017,9.3075,9.0957,8.8748,8.7806,8.7679,8.538,8.5524,8.2953,8.5178,8.4688,8.5466,8.7147,8.8829,9.3497,9.8798,10.0661,10.759,11.6148,12.2354,13.254,14.1641,15.0923,15.8033,16.2882,17.4154,17.6922,17.5618,15.4319,13.863,12.0769,10.7884,9.3462,8.0758,7.0497,6.3222,6.0471,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3877,5.3117,5.2356,5.1595,5.0834
9.5386,9.5897,9.2865,9.0832,9.1252,8.7585,8.7732,8.6335,8.5393,8.4632,8.5506,8.6198,8.6073,8.5766,9.0637,9.0421,9.4019,9.7436,10.4668,10.7086,11.8042,13.1813,13.3323,14.1826,15.3963,16.0468,17.5057,17.0118,16.6632,16.1239,14.7944,13.7555,12.8075,10.5697,9.2221,8.0651,7.0354,6.3326,5.9567,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3878,5.3117,5.2356,5.1595,5.0834
9.7219,9.2187,9.2355,9.178,8.9254,8.8772,8.8661,8.595,8.5746,8.5264,8.5153,8.6156,8.6974,8.7791,8.9445,9.0819,9.7115,10.0254,10.72,11.4331,12.1463,13.2773,13.8326,15.0843,15.2125,16.3249,17.2888,17.2312,16.6909,15.6863,14.8673,13.1106,11.3725,10.0707,8.8804,7.8015,6.7226,6.1729,5.9483,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3878,5.3117,5.2356,5.1595,5.0834
9.7004,9.5039,9.3353,9.1204,9.0257,8.8386,8.7532,8.7512,8.7029,8.7471,8.7358,8.8263,8.9353,9.3498,9.3478,9.8363,10.0194,11.0725,11.4222,11.9848,13.0101,13.4061,14.4963,15.355,16.5748,16.5264,16.7095,16.291,16.437,15.5094,13.6284,12.1268,10.6346,9.5588,8.2425,7.3056,6.6278,6.1074,5.9666,5.8442,5.7681,5.692,5.6159,5.5398,5.4637,5.3876,5.3115,5.2354,5.1594,5.0833
9.5559,9.4515,9.2624,9.0733,9.0255,9.1283,8.7885,8.9008,8.8341,8.9464,8.9268,9.1239,9.2268,9.471,9.9883,10.0347,10.8158,11.5969,12.6511,13.0083,13.6481,14.3068,14.6169,15.577,15.3784,16.216,16.0834,16.4783,15.8841,14.1314,12.6894,11.2004,10.2954,9.1831,7.9955,7.0811,6.5811,6.1094,5.9202,5.8536,5.7681,5.692,5.6159,5.5398,5.4637,5.3876,5.3115,5.2354,5.1593,5.0832
9.6203,9.4576,9.4008,9.2284,9.3159,9.3072,9.2215,9.2416,9.3772,9.3492,9.6196,10.015,10.0929,10.3921,10.9704,11.5198,11.7131,12.3395,12.4655,13.3325,13.7375,14.5564,14.9711,15.3088,16.4067,15.5896,15.6579,15.4374,14.3028,13.3606,12.3607,10.6968,9.5237,8.6393,7.5335,6.7646,6.3805,6.1408,5.9396,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3877,5.3116,5.2356,5.1595,5.0834
9.7255,9.5409,9.4105,9.3073,9.2584,8.9652,8.8167,8.6864,8.6284,8.4889,8.4219,8.382,8.2697,8.5464,8.6331,8.7922,8.9693,9.2641,9.8211,10.2064,11.08,11.7094,12.1851,13.1853,14.8459,14.7698,16.1047,17.1593,17.1194,17.179,16.4064,14.8198,13.5316,11.9812,10.3041,8.9436,7.764,6.6387,6.0561,5.8534,5.7682,5.6921,5.616,5.5399,5.4638,5.3878,5.3117,5.2356,5.1595,5.0834
9.63,9.663,9.2688,9.1654,9.1348,8.7951,8.8644,8.6247,8.6668,8.4816,8.5691,8.3567,8.3169,8.6317,8.9284,8.9341,9.3943,9.7728,10.333,10.8569,11.5535,12.1774,13.3376,14.3069,15.1398,16.2546,17.233,17.0024,17.3899,16.7229,15.2105,13.6072,12.4403,10.837,9.4246,8.1213,7.0816,6.2964,5.9749,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3877,5.3116,5.2355,5.1594,5.0833
9.4826,9.4524,9.312,9.1808,8.9485,8.9919,8.8882,8.6835,8.6625,8.5772,8.4828,8.5812,8.6337,8.8057,9.0603,9.1037,9.6614,9.7507,10.1983,11.4451,12.1131,12.4963,13.6972,15.0542,15.4191,16.5924,16.4887,17.0649,17.1633,16.3799,14.9441,13.536,11.99,10.7013,9.0634,7.9401,6.9269,6.3088,5.9571,5.8443,5.7866,5.6921,5.616,5.5399,5.4638,5.3877,5.3116,5.2355,5.1594,5.0834
9.6483,9.5446,9.1377,9.08,8.9947,8.8635,8.7598,8.6469,8.6352,8.5591,8.5749,8.5723,8.6525,8.8705,8.9782,9.4076,9.7083,10.2112,10.8336,11.5571,12.1519,13.0867,14.3341,14.4142,15.5512,17.0467,16.7592,17.786,16.46,15.6763,14.6168,12.9599,11.4777,10.2344,8.6878,7.61,6.7343,6.2538,6.0215,5.8443,5.7682,5.6921,5.616,5.5399,5.4638,5.3878,5.3117,5.2356,5.1595,5.0834
