0,7331.2,0.9,0.9
5,7331.2,0.9,0.9
7,7331.2,0.9,0.9
10,7331.2,0.9,0.9
15,7331.2,0.9,0.9
20,7331.2,0.9,0.9
30,7331.2,0.9,0.9
0,7331.2,0.9,1
5,7331.2,0.9,1
7,7331.2,0.9,1
10,7331.2,0.9,1
15,7331.2,0.9,1
20,7331.2,0.9,1
30,7331.2,0.9,1
0,7331.2,0.9,1.1
5,7331.2,0.9,1.1
7,7331.2,0.9,1.1
10,7331.2,0.9,1.1
15,7331.2,0.9,1.1
20,7331.2,0.9,1.1
30,7331.2,0.9,1.1
0,7331.2,1,0.9
5,7331.2,1,0.9
7,7331.2,1,0.9
10,7331.2,1,0.9
15,7331.2,1,0.9
20,7331.2,1,0.9
30,7331.2,1,0.9
0,7331.2,1,1
5,7331.2,1,1
7,7331.2,1,1
10,7331.2,1,1
15,7331.2,1,1
20,7331.2,1,1
30,7331.2,1,1
0,7331.2,1,1.1
5,7331.2,1,1.1
7,7331.2,1,1.1
10,7331.2,1,1.1
15,7331.2,1,1.1
20,7331.2,1,1.1
30,7331.2,1,1.1
0,7331.2,1.1,0.9
5,7331.2,1.1,0.9
7,7331.2,1.1,0.9
10,7331.2,1.1,0.9
15,7331.2,1.1,0.9
20,7331.2,1.1,0.9
30,7331.2,1.1,0.9
0,7331.2,1.1,1
5,7331.2,1.1,1
7,7331.2,1.1,1
10,7331.2,1.1,1
15,7331.2,1.1,1
20,7331.2,1.1,1
30,7331.2,1.1,1
0,7331.2,1.1,1.1
5,7331.2,1.1,1.1
7,7331.2,1.1,1.1
10,7331.2,1.1,1.1
15,7331.2,1.1,1.1
20,7331.2,1.1,1.1
30,7331.2,1.1,1.1
0,7333.2,0.9,0.9
5,7333.2,0.9,0.9
7,7333.2,0.9,0.9
10,7333.2,0.9,0.9
15,7333.2,0.9,0.9
20,7333.2,0.9,0.9
30,7333.2,0.9,0.9
0,7333.2,0.9,1
5,7333.2,0.9,1
7,7333.2,0.9,1
10,7333.2,0.9,1
15,7333.2,0.9,1
20,7333.2,0.9,1
30,7333.2,0.9,1
0,7333.2,0.9,1.1
5,7333.2,0.9,1.1
7,7333.2,0.9,1.1
10,7333.2,0.9,1.1
15,7333.2,0.9,1.1
20,7333.2,0.9,1.1
30,7333.2,0.9,1.1
0,7333.2,1,0.9
5,7333.2,1,0.9
7,7333.2,1,0.9
10,7333.2,1,0.9
15,7333.2,1,0.9
20,7333.2,1,0.9
30,7333.2,1,0.9
0,7333.2,1,1
5,7333.2,1,1
7,7333.2,1,1
10,7333.2,1,1
15,7333.2,1,1
20,7333.2,1,1
30,7333.2,1,1
0,7333.2,1,1.1
5,7333.2,1,1.1
7,7333.2,1,1.1
10,7333.2,1,1.1
15,7333.2,1,1.1
20,7333.2,1,1.1
30,7333.2,1,1.1
0,7333.2,1.1,0.9
5,7333.2,1.1,0.9
7,7333.2,1.1,0.9
10,7333.2,1.1,0.9
15,7333.2,1.1,0.9
20,7333.2,1.1,0.9
30,7333.2,1.1,0.9
0,7333.2,1.1,1
5,7333.2,1.1,1
7,7333.2,1.1,1
10,7333.2,1.1,1
15,7333.2,1.1,1
20,7333.2,1.1,1
30,7333.2,1.1,1
0,7333.2,1.1,1.1
5,7333.2,1.1,1.1
7,7333.2,1.1,1.1
10,7333.2,1.1,1.1
15,7333.2,1.1,1.1
20,7333.2,1.1,1.1
30,7333.2,1.1,1.1
0,7335.2,0.9,0.9
5,7335.2,0.9,0.9
7,7335.2,0.9,0.9
10,7335.2,0.9,0.9
15,7335.2,0.9,0.9
20,7335.2,0.9,0.9
30,7335.2,0.9,0.9
0,7335.2,0.9,1
5,7335.2,0.9,1
7,7335.2,0.9,1
10,7335.2,0.9,1
15,7335.2,0.9,1
20,7335.2,0.9,1
30,7335.2,0.9,1
0,7335.2,0.9,1.1
5,7335.2,0.9,1.1
7,7335.2,0.9,1.1
10,7335.2,0.9,1.1
15,7335.2,0.9,1.1
20,7335.2,0.9,1.1
30,7335.2,0.9,1.1
0,7335.2,1,0.9
5,7335.2,1,0.9
7,7335.2,1,0.9
10,7335.2,1,0.9
15,7335.2,1,0.9
20,7335.2,1,0.9
30,7335.2,1,0.9
0,7335.2,1,1
5,7335.2,1,1
7,7335.2,1,1
10,7335.2,1,1
15,7335.2,1,1
20,7335.2,1,1
30,7335.2,1,1
0,7335.2,1,1.1
5,7335.2,1,1.1
7,7335.2,1,1.1
10,7335.2,1,1.1
15,7335.2,1,1.1
20,7335.2,1,1.1
30,7335.2,1,1.1
0,7335.2,1.1,0.9
5,7335.2,1.1,0.9
7,7335.2,1.1,0.9
10,7335.2,1.1,0.9
15,7335.2,1.1,0.9
20,7335.2,1.1,0.9
30,7335.2,1.1,0.9
0,7335.2,1.1,1
5,7335.2,1.1,1
7,7335.2,1.1,1
10,7335.2,1.1,1
15,7335.2,1.1,1
20,7335.2,1.1,1
30,7335.2,1.1,1
0,7335.2,1.1,1.1
5,7335.2,1.1,1.1
7,7335.2,1.1,1.1
10,7335.2,1.1,1.1
15,7335.2,1.1,1.1
20,7335.2,1.1,1.1
30,7335.2,1.1,1.1
0,7337.2,0.9,1
7,7337.2,0.9,1
10,7337.2,0.9,1
20,7337.2,0.9,1
0,7337.2,1,1
7,7337.2,1,1
10,7337.2,1,1
20,7337.2,1,1
0,7337.2,1.1,1
7,7337.2,1.1,1
10,7337.2,1.1,1
20,7337.2,1.1,1
