3
8
5
6
2
4
3
6
2
2
6
4
2
10
6
5
6
3
9
6
2
3
5
2
6
3
8
4
9
4
7
6
8
11
8
4
10
9
6
9
4
6
9
7
7
3
11
15
14
7
9
14
10
13
7
12
11
13
14
15
12
12
16
18
14
10
23
17
13
8
20
22
14
10
12
18
12
12
14
14
9
10
11
16
10
6
12
5
12
20
5
13
5
9
4
6
12
6
5
7
5
1
6
6
8
7
3
5
9
4
