3.58,3.523,3.8064,3.7186,3.8054,3.7176,3.8263,3.6948,3.6288,3.8903,3.6715,3.9549,3.8889,3.9976,4.1063,3.9529,4.0398,4.2358,4.1698,4.0602,4.147,4.4522,4.4518,4.5823,4.9312,4.5813,4.9957,5.1481,5.3005,5.562,5.7799,5.3864,5.8445,5.7566,6.2147,6.0832,6.6505,6.8684,6.9334,6.8237,7.1945,7.587,7.4774,8.0228,7.8039,8.7206,9.0259,9.6586,9.2432,9.7013,9.8319,9.7659,10.9228,11.0096,10.4632,10.6811,12.2747,12.5363,12.7542,12.4043,13.583,13.5825,13.3855,14.0401,13.4282,14.5196,14.9558,15.1955,14.5399,15.0635,14.6918,14.0799,15.6735,13.6422,14.9956,14.7549,13.9683,13.7931,13.7271,12.7876,13.9226,12.5682,12.4804,12.3052,12.6104,12.3042,11.059,11.7355,11.1454,11.0139,10.5766,9.6371,9.2872,8.6098,8.8714,8.9582,8.5647,8.0182,7.7557,6.9254,6.51,6.313,5.4608,5.4385,4.8047,4.8916,4.2797,4.2792,4.1477,3.7759
3.4716,3.7648,3.5993,3.6721,3.5842,3.6711,3.6925,3.7575,3.757,3.6036,3.8216,3.8648,4.1264,3.9075,3.9507,3.8847,4.1027,4.0585,4.3857,4.1449,4.4066,4.4279,4.5148,4.7983,4.3828,4.6663,4.8405,4.709,5.0362,5.3415,5.5158,5.4934,5.6022,6.0167,6.1473,6.3434,6.8016,6.7575,6.8007,6.5381,7.0181,7.5637,8.2841,8.1744,8.2831,8.654,9.6364,9.6141,9.8102,10.3558,8.8481,10.5296,10.2888,10.2665,11.3363,11.8601,12.1654,11.8591,12.7324,12.71,12.3382,13.1678,14.7837,14.6521,13.7343,15.5031,13.6022,15.7205,14.3658,15.938,14.8235,14.2988,13.4028,13.9265,14.2537,14.5809,14.3401,14.5362,14.0334,14.0766,13.5737,12.6776,12.1529,12.2617,11.4967,11.3433,11.4957,11.7574,10.5337,10.8827,10.9041,10.6196,9.5925,8.478,8.8707,8.6955,7.9087,7.4058,6.6627,6.968,6.9675,6.4428,5.7434,5.175,4.9561,4.4095,4.2561,4.0372,3.7528,3.6431
3.6732,3.6999,3.6554,3.6328,3.7866,3.9184,3.984,3.8953,3.8508,3.7401,3.8498,3.8934,3.6725,4.0467,3.914,3.9575,4.3097,4.1108,4.485,4.22,4.3298,4.9463,4.6373,4.9674,4.8788,4.8121,4.7896,5.1638,5.2735,5.6917,5.6472,5.7348,5.8004,5.844,6.4386,6.0414,6.3715,6.8779,6.635,7.494,7.4714,8.2203,7.3603,7.9989,8.1967,8.2624,8.7908,9.209,9.5171,9.3623,9.3178,10.2208,10.7052,11.3438,11.3654,11.1445,11.3864,12.1793,12.0686,12.3767,13.1035,13.6539,13.5212,13.2563,14.9527,14.4453,14.9077,16.0091,15.0169,16.3387,15.3905,15.2137,14.8606,14.9263,13.4713,13.7352,13.8008,14.3072,13.5795,13.006,13.2259,12.8948,13.269,12.8718,11.6813,11.5926,11.4599,11.1288,10.7096,10.5769,10.4222,9.8707,9.3193,8.6797,9.0097,8.3481,8.4137,7.8182,7.6855,6.3186,6.4063,5.8328,5.5018,4.9723,4.7515,4.5747,4.2216,3.9346,3.8239,3.8455
3.6318,3.653,3.7177,3.8041,3.6733,3.7597,3.7375,3.737,3.78,3.8229,4.0832,3.8871,3.9953,3.8862,3.8857,4.2111,4.4278,4.0146,4.2748,4.6436,4.5779,4.5557,4.4901,4.6199,4.7063,5.3359,4.9443,5.2263,5.2041,5.3122,5.4855,5.5502,5.767,6.3965,5.8746,6.5476,6.8513,7.0463,7.0893,7.5016,7.6749,7.7396,7.8477,8.3904,8.4985,8.6501,9.4752,10.1482,9.2135,10.1038,10.0816,11.0153,11.1451,11.7747,12.0132,12.0779,12.3381,12.6418,13.1627,12.9232,13.6179,13.096,13.6387,14.3551,14.8978,14.528,15.0706,15.2005,15.2869,16.112,14.1996,14.5685,14.3725,13.9592,13.9587,14.0234,13.2625,14.0659,13.5874,12.5441,12.3481,13.4121,12.195,12.3032,11.0426,11.6504,11.3023,11.4756,10.8668,10.3449,10.4531,9.5836,8.6054,8.6484,8.6044,7.8436,7.1913,7.1908,6.7124,6.2774,6.1465,5.6681,4.9506,4.885,4.7759,4.5364,4.4273,4.0792,3.9049,3.6871
3.6107,3.6201,3.4759,3.7375,3.6497,3.6055,3.6269,3.8011,3.6041,3.7346,3.9744,3.821,3.9079,4.0385,4.1909,3.9502,4.1025,4.3205,4.3637,4.4287,4.4937,4.4932,4.5364,4.8417,4.9286,4.9718,5.2771,5.1455,5.5163,5.1883,6.0177,5.8206,5.9949,5.9725,6.2341,6.3647,6.7136,7.1499,7.4989,7.4329,7.9565,7.694,8.6107,7.693,8.6971,8.4564,9.4824,9.6129,10.3987,9.6338,10.0483,11.1179,10.3967,11.0951,11.8808,11.4436,12.3385,11.9667,13.2766,12.883,13.3193,13.6027,15.1092,14.6282,15.7634,15.4353,14.5831,14.9976,15.6304,14.8219,14.3628,14.9301,15.3446,14.1211,14.2298,13.0937,13.1806,13.2893,12.8521,12.655,13.1569,13.5713,12.6318,12.6313,12.2814,11.1453,10.6425,10.7512,10.0737,10.0077,9.8326,9.3516,8.9799,9.2415,8.9134,8.1486,7.6458,7.4051,6.6402,6.4432,5.8094,5.7434,5.1314,4.716,4.1696,4.3438,3.841,3.8842,3.6653,3.512
3.564,3.6071,3.5848,3.5189,3.8455,3.7796,3.7573,3.7132,3.8872,3.8867,3.7772,3.7549,3.8199,3.9938,4.0806,3.9493,4.0578,4.1663,4.3839,4.6887,4.3393,4.6659,4.9271,4.7522,4.8825,5.1873,5.2087,5.3608,5.4039,5.7305,5.8173,6.1439,6.4704,6.4918,6.6439,6.6216,7.4715,6.4899,7.4706,7.5137,7.3824,8.2977,7.7085,9.0817,8.7324,9.1026,9.3855,9.8212,9.9733,10.5398,10.91,10.8004,11.2361,11.3446,11.4531,12.8482,12.7387,13.1089,12.6505,12.868,13.9142,14.0881,14.4147,14.3925,14.7627,14.7404,14.5218,15.9169,14.8698,14.7166,15.85,14.5194,14.6716,13.9734,14.9541,14.016,13.3178,13.906,12.3138,12.5314,12.7926,12.5304,12.5082,11.5919,11.0245,11.0676,10.8491,10.8922,10.5211,10.4552,9.3863,9.364,8.3823,7.8585,8.0107,7.9448,7.2901,6.6137,6.417,6.024,5.6093,5.3907,5.3249,4.4958,4.5825,3.9715,3.8184,3.7743,3.643,3.5989
3.6769,3.7511,3.7599,3.7594,3.8022,3.8449,3.7363,3.9521,3.9516,3.9728,4.0372,4.08,4.0146,4.3169,4.0785,4.0347,4.2722,4.2717,4.1847,4.6818,4.7462,4.7673,5.0264,4.8312,5.3499,5.2629,5.284,5.3268,5.2614,6.1046,5.8445,6.1469,6.2329,6.1027,6.4915,7.2266,7.1612,7.1391,7.7659,7.6573,8.0894,8.435,8.175,8.672,9.234,9.3417,9.9901,9.9247,10.0973,10.3564,11.0049,11.5885,11.6313,12.2797,11.0895,12.1057,12.3864,12.3643,13.2724,13.856,14.9804,14.0281,14.7631,14.8491,15.7139,14.9347,14.4799,14.7823,14.241,15.6682,13.9588,15.1481,14.0876,14.0871,13.3727,12.8098,13.5664,13.2415,13.3491,12.7862,11.8339,12.7636,12.179,11.443,12.3295,10.8364,11.2685,9.5591,10.3806,9.385,9.6874,8.8216,8.9725,7.4578,7.1544,7.4568,6.9804,6.6122,6.2223,5.7459,5.5074,5.0743,5.0955,4.7705,4.4888,4.4017,4.0768,3.7734,3.7946,3.621
3.5681,3.6569,3.5448,3.7675,3.6554,3.8335,3.7884,3.8771,3.7874,3.9431,3.8311,3.7636,3.9417,4.2983,4.0077,4.342,4.5646,4.4303,4.5637,4.407,4.7413,4.4953,5.0081,4.7621,5.1187,5.5423,5.274,5.4744,6.0541,5.7635,6.3879,6.6106,6.3646,6.7882,6.9885,6.9211,7.3,8.036,7.9909,8.5483,8.4362,8.6589,8.4576,9.8631,9.0592,9.081,10.5758,10.6422,10.8426,10.9314,11.1764,11.3991,12.0904,12.7818,11.2861,13.3164,13.182,13.2708,13.672,12.7566,14.0951,14.2285,14.6744,14.2053,14.5842,14.6506,14.7171,14.3372,14.6938,15.7199,14.7152,14.1568,14.2456,13.9103,14.7133,12.9944,13.0609,13.2389,12.5243,11.9436,12.8135,11.8757,11.7413,11.2275,10.8923,10.1777,10.2442,10.1767,9.0604,9.1269,9.1711,8.7689,7.8757,8.143,7.5177,7.0486,7.3605,6.512,6.2214,5.5961,5.1492,5.1934,5.0144,4.6792,4.2993,4.1649,3.8297,3.6507,3.5386,3.6051
3.5669,3.6872,3.8297,3.8095,3.7203,3.6976,3.9411,3.985,4.0288,4.0284,3.9835,3.7834,4.0713,4.226,4.159,4.2694,4.5573,4.3794,4.5785,4.578,4.6219,4.9984,5.2419,5.064,5.1078,5.684,5.3508,5.5056,5.7712,6.3474,6.0808,6.3686,6.2572,6.3011,7.4317,7.2094,7.5416,7.4302,8.0507,7.8728,8.4046,8.4484,9.0468,8.5584,9.1345,10.0211,9.9763,10.8629,10.3967,10.8397,12.2586,11.9255,11.7032,12.0576,13.3212,12.4336,13.4089,14.2955,12.8979,13.5406,13.3848,13.1626,13.9161,14.8471,14.4031,14.9792,14.89,14.1799,15.3991,14.4007,14.755,14.9763,14.6875,12.9572,14.1765,13.8877,13.3772,13.0219,12.4448,12.6439,12.9539,12.0663,12.1102,11.1783,11.2665,10.5342,10.6002,9.757,10.0892,8.9577,8.2919,8.3801,7.293,7.5808,7.1589,7.225,6.1822,5.9156,5.4937,5.2493,4.9827,4.9157,4.5382,4.3381,4.2711,4.0489,3.7823,3.56,3.6039,3.426
3.697,3.6748,3.8047,3.9129,3.8037,3.8902,3.868,4.063,4.106,4.149,4.0833,4.0176,4.1693,4.1036,4.2552,4.4503,4.515,4.471,5.1225,4.7743,5.0346,5.3601,5.3161,5.6416,5.3151,5.6623,5.6401,5.7483,6.0955,6.0733,6.7682,7.224,6.7455,6.3755,6.7879,7.9827,7.2433,7.7209,7.9812,8.4588,8.3496,8.7403,9.37,9.5868,9.9775,9.7597,10.4546,10.6714,11.6054,11.0182,11.9738,11.8647,12.4292,12.5374,12.6021,13.3187,13.9049,13.1439,13.5997,13.6862,13.8161,14.0764,14.3149,14.7708,14.9007,14.7915,15.117,13.3128,14.2468,14.4853,14.7891,13.8976,14.2883,14.3747,13.5484,12.1137,12.613,12.7864,12.3948,12.2421,10.9595,11.4154,12.2841,11.3275,9.9145,10.1096,9.8483,9.2394,8.9998,8.7168,8.8685,8.3682,7.694,7.3893,6.6717,6.9102,6.3665,6.04,5.5832,5.2785,5.0389,4.9298,4.7337,4.4724,4.1243,4.0803,3.7321,3.5578,3.5356,3.5351
