12.03
12.31
12.64
12.1
11.07
13.52
13.94
14.81
12.43
13.88
14.94
14.59
14.81
15.21
15.25
19.47
17.2
19.16
21.1
22.49
17.6
20.34
21.99
25
24.3
26.16
27.6
28.39
30.62
30.33
32.67
37.34
34.73
38.99
37.92
40.08
44.69
45.61
43.83
47.46
48.44
52.59
51.87
60.37
68.05
60.47
63.24
63.04
70.23
74.01
68.66
83.45
77.58
85.57
85.47
89.86
95.12
92.42
100.92
104.17
105.82
101.4
111.91
103.39
106.58
111.72
117.32
108.22
119.01
111.69
125.07
117.8
104.28
101.97
106.94
106.54
104.5
95.01
104.98
98.35
86.97
90.87
95.17
87.02
77.37
79.64
78.04
76.83
67.35
70.16
72.43
63.58
61.17
59.38
54.36
48.69
48.33
44.19
35.7
37.38
33.31
27.96
25.57
23.46
20.21
17.37
13.56
13.66
11.32
12.81
