Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
2:11:00:00,3,0,14:LN2 Level,0
2:11:00:00,3,1,15:AC Detector Leakage Current,-209
2:11:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:11:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:12:00:00,3,0,11:PRTD 1,-183.28932
2:12:00:00,3,0,12:PRTD 2,-190.5725
2:12:00:00,3,0,13:Ambient Temperature,30.878082
2:12:00:00,3,0,14:LN2 Level,0
2:12:00:00,3,1,15:AC Detector Leakage Current,-209
2:12:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:12:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:13:00:00,3,0,11:PRTD 1,-183.2673
2:13:00:00,3,0,12:PRTD 2,-190.55609
2:13:00:00,3,0,13:Ambient Temperature,30.878082
2:13:00:00,3,0,14:LN2 Level,0
2:13:00:00,3,1,15:AC Detector Leakage Current,-209
2:13:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:13:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:14:00:00,3,0,11:PRTD 1,-183.27832
2:14:00:00,3,0,12:PRTD 2,-190.56155
2:14:00:00,3,0,13:Ambient Temperature,30.878082
2:14:00:00,3,0,14:LN2 Level,0
2:14:00:00,3,1,15:AC Detector Leakage Current,-209
2:14:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:14:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:15:00:00,3,0,11:PRTD 1,-183.2673
2:15:00:00,3,0,12:PRTD 2,-190.56703
2:15:00:00,3,0,13:Ambient Temperature,31.082184
2:15:00:00,3,0,14:LN2 Level,0
2:15:00:00,3,1,15:AC Detector Leakage Current,-209
2:15:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:15:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:16:00:00,3,0,11:PRTD 1,-183.2673
2:16:00:00,3,0,12:PRTD 2,-190.56155
2:16:00:00,3,0,13:Ambient Temperature,31.082184
2:16:00:00,3,0,14:LN2 Level,0
2:16:00:00,3,1,15:AC Detector Leakage Current,-209
2:16:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:16:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:17:00:00,3,0,11:PRTD 1,-183.2673
2:17:00:00,3,0,12:PRTD 2,-190.5725
2:17:00:00,3,0,13:Ambient Temperature,31.082184
2:17:00:00,3,0,14:LN2 Level,0
2:17:00:00,3,1,15:AC Detector Leakage Current,-209
2:17:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:17:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:18:00:00,3,0,11:PRTD 1,-183.2673
2:18:00:00,3,0,12:PRTD 2,-190.56703
2:18:00:00,3,0,13:Ambient Temperature,31.082184
2:18:00:00,3,0,14:LN2 Level,0
2:18:00:00,3,1,15:AC Detector Leakage Current,-209
2:18:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:18:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:19:00:00,3,0,11:PRTD 1,-183.27832
2:19:00:00,3,0,12:PRTD 2,-190.5725
2:19:00:00,3,0,13:Ambient Temperature,30.878082
2:19:00:00,3,0,14:LN2 Level,0
2:19:00:00,3,1,15:AC Detector Leakage Current,-209
2:19:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:19:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:20:00:00,3,0,11:PRTD 1,-183.28381
2:20:00:00,3,0,12:PRTD 2,-190.57797
2:20:00:00,3,0,13:Ambient Temperature,31.082184
2:20:00:00,3,0,14:LN2 Level,0
2:20:00:00,3,1,15:AC Detector Leakage Current,-209
2:20:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:20:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:21:00:00,3,0,11:PRTD 1,-183.27832
2:21:00:00,3,0,12:PRTD 2,-190.56703
2:21:00:00,3,0,13:Ambient Temperature,31.082184
2:21:00:00,3,0,14:LN2 Level,0
2:21:00:00,3,1,15:AC Detector Leakage Current,-209
2:21:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:21:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:22:00:00,3,0,11:PRTD 1,-183.2618
2:22:00:00,3,0,12:PRTD 2,-190.5725
2:22:00:00,3,0,13:Ambient Temperature,31.082184
2:22:00:00,3,0,14:LN2 Level,0
2:22:00:00,3,1,15:AC Detector Leakage Current,-209
2:22:00:00,3,1,73:DC Detector Leakage Current,44.586098
2:22:00:00,3,1,16:Charge Loop DC Level,-1.6399999
2:23:00:00,3,0,11:PRTD 1,-183.2673
2:23:00:00,3,0,12:PRTD 2,-190.56703
2:23:00:00,3,0,13:Ambient Temperature,31.082184
2:23:00:00,3,0,14:LN2 Level,0
2:23:00:00,3,1,15:AC Detector Leakage Current,-209
2:23:00:00,3,1,73:DC Detector Leakage Current,57.324936
2:23:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:00:00:00,3,0,11:PRTD 1,-183.2618
3:00:00:00,3,0,12:PRTD 2,-190.56703
3:00:00:00,3,0,13:Ambient Temperature,31.082184
3:00:00:00,3,0,14:LN2 Level,0
3:00:00:00,3,1,15:AC Detector Leakage Current,-209
3:00:00:00,3,1,73:DC Detector Leakage Current,57.324936
3:00:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:01:00:00,3,0,11:PRTD 1,-183.25629
3:01:00:00,3,0,12:PRTD 2,-190.57797
3:01:00:00,3,0,13:Ambient Temperature,31.286255
3:01:00:00,3,0,14:LN2 Level,0
3:01:00:00,3,1,15:AC Detector Leakage Current,-208
3:01:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:01:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:02:00:00,3,0,11:PRTD 1,-183.2728
3:02:00:00,3,0,12:PRTD 2,-190.57797
3:02:00:00,3,0,13:Ambient Temperature,31.082184
3:02:00:00,3,0,14:LN2 Level,0
3:02:00:00,3,1,15:AC Detector Leakage Current,-209
3:02:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:02:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:03:00:00,3,0,11:PRTD 1,-183.27832
3:03:00:00,3,0,12:PRTD 2,-190.5725
3:03:00:00,3,0,13:Ambient Temperature,31.082184
3:03:00:00,3,0,14:LN2 Level,0
3:03:00:00,3,1,15:AC Detector Leakage Current,-209
3:03:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:03:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:04:00:00,3,0,11:PRTD 1,-183.27832
3:04:00:00,3,0,12:PRTD 2,-190.57797
3:04:00:00,3,0,13:Ambient Temperature,31.082184
3:04:00:00,3,0,14:LN2 Level,0
3:04:00:00,3,1,15:AC Detector Leakage Current,-209
3:04:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:04:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:05:00:00,3,0,11:PRTD 1,-183.28381
3:05:00:00,3,0,12:PRTD 2,-190.5725
3:05:00:00,3,0,13:Ambient Temperature,31.082184
3:05:00:00,3,0,14:LN2 Level,0
3:05:00:00,3,1,15:AC Detector Leakage Current,-209
3:05:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:05:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:06:00:00,3,0,11:PRTD 1,-183.27832
3:06:00:00,3,0,12:PRTD 2,-190.57797
3:06:00:00,3,0,13:Ambient Temperature,31.082184
3:06:00:00,3,0,14:LN2 Level,0
3:06:00:00,3,1,15:AC Detector Leakage Current,-209
3:06:00:00,3,1,73:DC Detector Leakage Current,57.324936
3:06:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:07:00:00,3,0,11:PRTD 1,-183.27832
3:07:00:00,3,0,12:PRTD 2,-190.57797
3:07:00:00,3,0,13:Ambient Temperature,30.878082
3:07:00:00,3,0,14:LN2 Level,0
3:07:00:00,3,1,15:AC Detector Leakage Current,-209
3:07:00:00,3,1,73:DC Detector Leakage Current,70.063774
3:07:00:00,3,1,16:Charge Loop DC Level,-1.5999999
3:08:00:00,3,0,11:PRTD 1,-183.2728
3:08:00:00,3,0,12:PRTD 2,-190.5725
3:08:00:00,3,0,13:Ambient Temperature,31.082184
3:08:00:00,3,0,14:LN2 Level,0
3:08:00:00,3,1,15:AC Detector Leakage Current,-209
3:08:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:08:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:09:00:00,3,0,11:PRTD 1,-183.27832
3:09:00:00,3,0,12:PRTD 2,-190.57797
3:09:00:00,3,0,13:Ambient Temperature,31.082184
3:09:00:00,3,0,14:LN2 Level,0
3:09:00:00,3,1,15:AC Detector Leakage Current,-209
3:09:00:00,3,1,73:DC Detector Leakage Current,57.324936
3:09:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:10:00:00,3,0,11:PRTD 1,-183.2728
3:10:00:00,3,0,12:PRTD 2,-190.56155
3:10:00:00,3,0,13:Ambient Temperature,30.878082
3:10:00:00,3,0,14:LN2 Level,0
3:10:00:00,3,1,15:AC Detector Leakage Current,-208
3:10:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:10:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:11:00:00,3,0,11:PRTD 1,-183.2728
3:11:00:00,3,0,12:PRTD 2,-190.56155
3:11:00:00,3,0,13:Ambient Temperature,30.878082
3:11:00:00,3,0,14:LN2 Level,0
3:11:00:00,3,1,15:AC Detector Leakage Current,-209
