Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
3:12:00:00,3,1,73:DC Detector Leakage Current,3.6793E-05
3:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997
3:13:00:00,3,0,11:PRTD 1,-167.30948
3:13:00:00,3,0,12:PRTD 2,-197.52287
3:13:00:00,3,0,13:Ambient Temperature,29.653595
3:13:00:00,3,0,14:LN2 Level,0
3:13:00:00,3,1,15:AC Detector Leakage Current,-247
3:13:00:00,3,1,73:DC Detector Leakage Current,-24.691298
3:13:00:00,3,1,16:Charge Loop DC Level,-0.6999999
3:14:00:00,3,0,11:PRTD 1,-167.30948
3:14:00:00,3,0,12:PRTD 2,-197.51201
3:14:00:00,3,0,13:Ambient Temperature,29.857697
3:14:00:00,3,0,14:LN2 Level,0
3:14:00:00,3,1,15:AC Detector Leakage Current,-247
3:14:00:00,3,1,73:DC Detector Leakage Current,3.6793E-05
3:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997
