Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
1:15:00:00,3,0,13:Ambient Temperature,37.408722
1:15:00:00,3,0,14:LN2 Level,0
1:15:00:00,3,1,15:AC Detector Leakage Current,-208
1:15:00:00,3,1,73:DC Detector Leakage Current,133.75798
1:15:00:00,3,1,16:Charge Loop DC Level,-1.5
1:16:00:00,3,0,11:PRTD 1,-182.518
1:16:00:00,3,0,12:PRTD 2,-190.69283
1:16:00:00,3,0,13:Ambient Temperature,37.408722
1:16:00:00,3,0,14:LN2 Level,0
1:16:00:00,3,1,15:AC Detector Leakage Current,-209
1:16:00:00,3,1,73:DC Detector Leakage Current,133.75798
1:16:00:00,3,1,16:Charge Loop DC Level,-1.5
1:17:00:00,3,0,11:PRTD 1,-182.5125
1:17:00:00,3,0,12:PRTD 2,-190.70377
1:17:00:00,3,0,13:Ambient Temperature,37.408722
1:17:00:00,3,0,14:LN2 Level,0
1:17:00:00,3,1,15:AC Detector Leakage Current,-208
1:17:00:00,3,1,73:DC Detector Leakage Current,133.75798
1:17:00:00,3,1,16:Charge Loop DC Level,-1.5
1:18:00:00,3,0,11:PRTD 1,-182.52904
1:18:00:00,3,0,12:PRTD 2,-190.71469
1:18:00:00,3,0,13:Ambient Temperature,37.408722
1:18:00:00,3,0,14:LN2 Level,0
1:18:00:00,3,1,15:AC Detector Leakage Current,-207
1:18:00:00,3,1,73:DC Detector Leakage Current,133.75798
1:18:00:00,3,1,16:Charge Loop DC Level,-1.5
1:19:00:00,3,0,11:PRTD 1,-182.5125
1:19:00:00,3,0,12:PRTD 2,-190.69829
1:19:00:00,3,0,13:Ambient Temperature,37.408722
1:19:00:00,3,0,14:LN2 Level,0
1:19:00:00,3,1,15:AC Detector Leakage Current,-208
1:19:00:00,3,1,73:DC Detector Leakage Current,133.75798
1:19:00:00,3,1,16:Charge Loop DC Level,-1.5
1:20:00:00,3,0,11:PRTD 1,-182.52904
1:20:00:00,3,0,12:PRTD 2,-190.70923
1:20:00:00,3,0,13:Ambient Temperature,37.408722
1:20:00:00,3,0,14:LN2 Level,0
