Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
5:01:00:00,3,1,16:Charge Loop DC Level,-0.49999997
5:02:00:00,3,0,11:PRTD 1,-157.698
5:02:00:00,3,0,12:PRTD 2,-199.1732
5:02:00:00,3,0,13:Ambient Temperature,27.20462
5:02:00:00,3,0,14:LN2 Level,0
5:02:00:00,3,1,15:AC Detector Leakage Current,-262
5:02:00:00,3,1,73:DC Detector Leakage Current,0
5:02:00:00,3,1,16:Charge Loop DC Level,-0.4
5:03:00:00,3,0,11:PRTD 1,-157.70364
5:03:00:00,3,0,12:PRTD 2,-199.21117
5:03:00:00,3,0,13:Ambient Temperature,26.796448
5:03:00:00,3,0,14:LN2 Level,0
5:03:00:00,3,1,15:AC Detector Leakage Current,-262
5:03:00:00,3,1,73:DC Detector Leakage Current,0
5:03:00:00,3,1,16:Charge Loop DC Level,-0.4
5:04:00:00,3,0,11:PRTD 1,-157.68674
5:04:00:00,3,0,12:PRTD 2,-199.21117
5:04:00:00,3,0,13:Ambient Temperature,27.20462
5:04:00:00,3,0,14:LN2 Level,0
5:04:00:00,3,1,15:AC Detector Leakage Current,-262
5:04:00:00,3,1,73:DC Detector Leakage Current,10.582031
5:04:00:00,3,1,16:Charge Loop DC Level,-0.37999997
5:05:00:00,3,0,11:PRTD 1,-157.6698
5:05:00:00,3,0,12:PRTD 2,-199.18405
5:05:00:00,3,0,13:Ambient Temperature,27.408691
5:05:00:00,3,0,14:LN2 Level,0
5:05:00:00,3,1,15:AC Detector Leakage Current,-262
5:05:00:00,3,1,73:DC Detector Leakage Current,0
