Time Stamp,Record Type,Channel,Parameter Code,Parameter Value,Unnamed: 5
7:00:00:00,3,0,11:PRTD 1,-156.9986,
7:00:00:00,3,0,12:PRTD 2,-199.05386,
7:00:00:00,3,0,13:Ambient Temperature,28.020935,
7:00:00:00,3,0,14:LN2 Level,0.0,
7:00:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:00:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:00:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:01:00:00,3,0,11:PRTD 1,-156.9873,
7:01:00:00,3,0,12:PRTD 2,-199.0647,
7:01:00:00,3,0,13:Ambient Temperature,28.020935,
7:01:00:00,3,0,14:LN2 Level,0.0,
7:01:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:01:00:00,3,1,73:DC Detector Leakage Current,-21.164001,
7:01:00:00,3,1,16:Charge Loop DC Level,-0.43999997,
7:02:00:00,3,0,11:PRTD 1,-156.98167,
7:02:00:00,3,0,12:PRTD 2,-199.04843,
7:02:00:00,3,0,13:Ambient Temperature,28.020935,
7:02:00:00,3,0,14:LN2 Level,0.0,
7:02:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:03:00:00,3,0,11:PRTD 1,-156.99295,
7:03:00:00,3,0,12:PRTD 2,-199.0647,
7:03:00:00,3,0,13:Ambient Temperature,28.020935,
7:03:00:00,3,0,14:LN2 Level,0.0,
7:03:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:03:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:03:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:04:00:00,3,0,11:PRTD 1,-156.99295,
7:04:00:00,3,0,12:PRTD 2,-199.0647,
7:04:00:00,3,0,13:Ambient Temperature,28.020935,
7:04:00:00,3,0,14:LN2 Level,0.0,
7:04:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:04:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:04:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:05:00:00,3,0,11:PRTD 1,-156.9873,
7:05:00:00,3,0,12:PRTD 2,-199.0647,
7:05:00:00,3,0,13:Ambient Temperature,28.020935,
7:05:00:00,3,0,14:LN2 Level,0.0,
7:05:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:05:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:05:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:06:00:00,3,0,11:PRTD 1,-156.98167,
7:06:00:00,3,0,12:PRTD 2,-199.05928,
7:06:00:00,3,0,13:Ambient Temperature,27.816864,
7:06:00:00,3,0,14:LN2 Level,0.0,
7:06:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:06:00:00,3,1,73:DC Detector Leakage Current,-21.164001,
7:06:00:00,3,1,16:Charge Loop DC Level,-0.43999997,
7:07:00:00,3,0,11:PRTD 1,-156.97603,
7:07:00:00,3,0,12:PRTD 2,-199.0647,
7:07:00:00,3,0,13:Ambient Temperature,28.020935,
7:07:00:00,3,0,14:LN2 Level,0.0,
7:07:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:07:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:07:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:08:00:00,3,0,11:PRTD 1,-156.98167,
7:08:00:00,3,0,12:PRTD 2,-199.07013,
7:08:00:00,3,0,13:Ambient Temperature,28.020935,
7:08:00:00,3,0,14:LN2 Level,0.0,
7:08:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:08:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:08:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:09:00:00,3,0,11:PRTD 1,-156.93088,
7:09:00:00,3,0,12:PRTD 2,-199.07013,
7:09:00:00,3,0,13:Ambient Temperature,28.633179,
7:09:00:00,3,0,14:LN2 Level,0.0,
7:09:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:09:00:00,3,1,73:DC Detector Leakage Current,-31.746033,
7:09:00:00,3,1,16:Charge Loop DC Level,-0.46,
7:10:00:00,3,0,11:PRTD 1,-156.8688,
7:10:00:00,3,0,12:PRTD 2,-199.08098,
7:10:00:00,3,0,13:Ambient Temperature,29.041351,
7:10:00:00,3,0,14:LN2 Level,0.0,
7:10:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:10:00:00,3,1,73:DC Detector Leakage Current,-31.746033,
7:10:00:00,3,1,16:Charge Loop DC Level,-0.46,
7:11:00:00,3,0,11:PRTD 1,-156.83496,
7:11:00:00,3,0,12:PRTD 2,-199.08641,
7:11:00:00,3,0,13:Ambient Temperature,29.041351,
7:11:00:00,3,0,14:LN2 Level,0.0,
7:11:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:11:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:11:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:12:00:00,3,0,11:PRTD 1,-156.8011,
7:12:00:00,3,0,12:PRTD 2,-199.08098,
7:12:00:00,3,0,13:Ambient Temperature,29.245453,
7:12:00:00,3,0,14:LN2 Level,0.0,
7:12:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:12:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
7:12:00:00,3,1,16:Charge Loop DC Level,-0.42,
7:13:00:00,3,0,11:PRTD 1,-156.79546,
7:13:00:00,3,0,12:PRTD 2,-199.09726,
7:13:00:00,3,0,13:Ambient Temperature,29.245453,
7:13:00:00,3,0,14:LN2 Level,0.0,
7:13:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:13:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:13:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:14:00:00,3,0,11:PRTD 1,-156.78418,
7:14:00:00,3,0,12:PRTD 2,-199.09726,
7:14:00:00,3,0,13:Ambient Temperature,29.245453,
7:14:00:00,3,0,14:LN2 Level,0.0,
7:14:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:14:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:14:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:15:00:00,3,0,11:PRTD 1,-156.78418,
7:15:00:00,3,0,12:PRTD 2,-199.10268,
7:15:00:00,3,0,13:Ambient Temperature,29.245453,
7:15:00:00,3,0,14:LN2 Level,0.0,
7:15:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:15:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:15:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:16:00:00,3,0,11:PRTD 1,-156.80675,
7:16:00:00,3,0,12:PRTD 2,-199.08098,
7:16:00:00,3,0,13:Ambient Temperature,28.83728,
7:16:00:00,3,0,14:LN2 Level,0.0,
7:16:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:16:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:16:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:17:00:00,3,0,11:PRTD 1,-156.87447,
7:17:00:00,3,0,12:PRTD 2,-199.05928,
7:17:00:00,3,0,13:Ambient Temperature,28.429108,
7:17:00:00,3,0,14:LN2 Level,0.0,
7:17:00:00,3,1,15:AC Detector Leakage Current,-261.0,
7:17:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:17:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:18:00:00,3,0,11:PRTD 1,-156.90833,
7:18:00:00,3,0,12:PRTD 2,-199.07556,
7:18:00:00,3,0,13:Ambient Temperature,28.020935,
7:18:00:00,3,0,14:LN2 Level,0.0,
7:18:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:18:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:18:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:19:00:00,3,0,11:PRTD 1,-156.97038,
7:19:00:00,3,0,12:PRTD 2,-199.07013,
7:19:00:00,3,0,13:Ambient Temperature,27.816864,
7:19:00:00,3,0,14:LN2 Level,0.0,
7:19:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:19:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:19:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:20:00:00,3,0,11:PRTD 1,-156.9986,
7:20:00:00,3,0,12:PRTD 2,-199.07013,
7:20:00:00,3,0,13:Ambient Temperature,27.816864,
7:20:00:00,3,0,14:LN2 Level,0.0,
7:20:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:20:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:20:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:21:00:00,3,0,11:PRTD 1,-157.01552,
7:21:00:00,3,0,12:PRTD 2,-199.05928,
7:21:00:00,3,0,13:Ambient Temperature,27.816864,
7:21:00:00,3,0,14:LN2 Level,0.0,
7:21:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:21:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:21:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:22:00:00,3,0,11:PRTD 1,-157.02681,
7:22:00:00,3,0,12:PRTD 2,-199.07013,
7:22:00:00,3,0,13:Ambient Temperature,27.816864,
7:22:00:00,3,0,14:LN2 Level,0.0,
7:22:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:22:00:00,3,1,73:DC Detector Leakage Current,0.0,
7:22:00:00,3,1,16:Charge Loop DC Level,-0.4,
7:23:00:00,3,0,11:PRTD 1,-156.9873,
7:23:00:00,3,0,12:PRTD 2,-199.07013,
7:23:00:00,3,0,13:Ambient Temperature,28.429108,
7:23:00:00,3,0,14:LN2 Level,0.0,
7:23:00:00,3,1,15:AC Detector Leakage Current,-262.0,
7:23:00:00,3,1,73:DC Detector Leakage Current,-31.746033,
7:23:00:00,3,1,16:Charge Loop DC Level,-0.46,
8:00:00:00,3,0,11:PRTD 1,-156.8801,
8:00:00:00,3,0,12:PRTD 2,-199.09726,
8:00:00:00,3,0,13:Ambient Temperature,29.041351,
8:00:00:00,3,0,14:LN2 Level,0.0,
8:00:00:00,3,1,15:AC Detector Leakage Current,-261.0,
8:00:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:00:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:01:00:00,3,0,11:PRTD 1,-156.8688,
8:01:00:00,3,0,12:PRTD 2,-199.07556,
8:01:00:00,3,0,13:Ambient Temperature,28.633179,
8:01:00:00,3,0,14:LN2 Level,0.0,
8:01:00:00,3,1,15:AC Detector Leakage Current,-261.0,
8:01:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:01:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:02:00:00,3,0,11:PRTD 1,-156.82932,
8:02:00:00,3,0,12:PRTD 2,-199.09726,
8:02:00:00,3,0,13:Ambient Temperature,28.83728,
8:02:00:00,3,0,14:LN2 Level,0.0,
8:02:00:00,3,1,15:AC Detector Leakage Current,-261.0,
8:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:03:00:00,3,0,11:PRTD 1,-156.93652,
8:03:00:00,3,0,12:PRTD 2,-199.07556,
8:03:00:00,3,0,13:Ambient Temperature,27.816864,
8:03:00:00,3,0,14:LN2 Level,0.0,
8:03:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:03:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:03:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:04:00:00,3,0,11:PRTD 1,-157.00424,
8:04:00:00,3,0,12:PRTD 2,-199.07013,
8:04:00:00,3,0,13:Ambient Temperature,27.612793,
8:04:00:00,3,0,14:LN2 Level,0.0,
8:04:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:04:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:04:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:05:00:00,3,0,11:PRTD 1,-156.9873,
8:05:00:00,3,0,12:PRTD 2,-199.07556,
8:05:00:00,3,0,13:Ambient Temperature,28.225037,
8:05:00:00,3,0,14:LN2 Level,0.0,
8:05:00:00,3,1,15:AC Detector Leakage Current,-261.0,
8:05:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:05:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:06:00:00,3,0,11:PRTD 1,-156.96475,
8:06:00:00,3,0,12:PRTD 2,-199.07556,
8:06:00:00,3,0,13:Ambient Temperature,28.225037,
8:06:00:00,3,0,14:LN2 Level,0.0,
8:06:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:06:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
8:06:00:00,3,1,16:Charge Loop DC Level,-0.42,
8:07:00:00,3,0,11:PRTD 1,-156.97038,
8:07:00:00,3,0,12:PRTD 2,-199.07556,
8:07:00:00,3,0,13:Ambient Temperature,28.225037,
8:07:00:00,3,0,14:LN2 Level,0.0,
8:07:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:07:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:07:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:08:00:00,3,0,11:PRTD 1,-156.98167,
8:08:00:00,3,0,12:PRTD 2,-199.07013,
8:08:00:00,3,0,13:Ambient Temperature,28.020935,
8:08:00:00,3,0,14:LN2 Level,0.0,
8:08:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:08:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
8:08:00:00,3,1,16:Charge Loop DC Level,-0.42,
8:09:00:00,3,0,11:PRTD 1,-156.97038,
8:09:00:00,3,0,12:PRTD 2,-199.0647,
8:09:00:00,3,0,13:Ambient Temperature,28.020935,
8:09:00:00,3,0,14:LN2 Level,0.0,
8:09:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:09:00:00,3,1,73:DC Detector Leakage Current,-31.746033,
8:09:00:00,3,1,16:Charge Loop DC Level,-0.46,
8:10:00:00,3,0,11:PRTD 1,-156.97038,
8:10:00:00,3,0,12:PRTD 2,-199.0647,
8:10:00:00,3,0,13:Ambient Temperature,28.225037,
8:10:00:00,3,0,14:LN2 Level,0.0,
8:10:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:10:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:10:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:11:00:00,3,0,11:PRTD 1,-156.97038,
8:11:00:00,3,0,12:PRTD 2,-199.07013,
8:11:00:00,3,0,13:Ambient Temperature,28.225037,
8:11:00:00,3,0,14:LN2 Level,0.0,
8:11:00:00,3,1,15:AC Detector Leakage Current,-261.0,
8:11:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:11:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:12:00:00,3,0,11:PRTD 1,-156.96475,
8:12:00:00,3,0,12:PRTD 2,-199.07556,
8:12:00:00,3,0,13:Ambient Temperature,28.225037,
8:12:00:00,3,0,14:LN2 Level,0.0,
8:12:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:12:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:12:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:13:00:00,3,0,11:PRTD 1,-156.95346,
8:13:00:00,3,0,12:PRTD 2,-199.05928,
8:13:00:00,3,0,13:Ambient Temperature,28.225037,
8:13:00:00,3,0,14:LN2 Level,0.0,
8:13:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:13:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
8:13:00:00,3,1,16:Charge Loop DC Level,-0.42,
8:14:00:00,3,0,11:PRTD 1,-156.9591,
8:14:00:00,3,0,12:PRTD 2,-199.08641,
8:14:00:00,3,0,13:Ambient Temperature,28.225037,
8:14:00:00,3,0,14:LN2 Level,0.0,
8:14:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:14:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
8:14:00:00,3,1,16:Charge Loop DC Level,-0.42,
8:15:00:00,3,0,11:PRTD 1,-156.97038,
8:15:00:00,3,0,12:PRTD 2,-199.07556,
8:15:00:00,3,0,13:Ambient Temperature,28.225037,
8:15:00:00,3,0,14:LN2 Level,0.0,
8:15:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:15:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:15:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:16:00:00,3,0,11:PRTD 1,-156.97603,
8:16:00:00,3,0,12:PRTD 2,-199.07556,
8:16:00:00,3,0,13:Ambient Temperature,28.225037,
8:16:00:00,3,0,14:LN2 Level,0.0,
8:16:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:16:00:00,3,1,73:DC Detector Leakage Current,-21.164001,
8:16:00:00,3,1,16:Charge Loop DC Level,-0.43999997,
8:17:00:00,3,0,11:PRTD 1,-156.9591,
8:17:00:00,3,0,12:PRTD 2,-199.07013,
8:17:00:00,3,0,13:Ambient Temperature,28.429108,
8:17:00:00,3,0,14:LN2 Level,0.0,
8:17:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:17:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:17:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:18:00:00,3,0,11:PRTD 1,-156.9591,
8:18:00:00,3,0,12:PRTD 2,-199.07013,
8:18:00:00,3,0,13:Ambient Temperature,28.020935,
8:18:00:00,3,0,14:LN2 Level,0.0,
8:18:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:18:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:18:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:19:00:00,3,0,11:PRTD 1,-156.97038,
8:19:00:00,3,0,12:PRTD 2,-199.07013,
8:19:00:00,3,0,13:Ambient Temperature,28.020935,
8:19:00:00,3,0,14:LN2 Level,0.0,
8:19:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:19:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:19:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:20:00:00,3,0,11:PRTD 1,-156.9873,
8:20:00:00,3,0,12:PRTD 2,-199.0647,
8:20:00:00,3,0,13:Ambient Temperature,28.020935,
8:20:00:00,3,0,14:LN2 Level,0.0,
8:20:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:20:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:20:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:21:00:00,3,0,11:PRTD 1,-157.00424,
8:21:00:00,3,0,12:PRTD 2,-199.05928,
8:21:00:00,3,0,13:Ambient Temperature,27.816864,
8:21:00:00,3,0,14:LN2 Level,0.0,
8:21:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:21:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:21:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:22:00:00,3,0,11:PRTD 1,-157.02116,
8:22:00:00,3,0,12:PRTD 2,-199.07013,
8:22:00:00,3,0,13:Ambient Temperature,27.612793,
8:22:00:00,3,0,14:LN2 Level,0.0,
8:22:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:22:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:22:00:00,3,1,16:Charge Loop DC Level,-0.4,
8:23:00:00,3,0,11:PRTD 1,-157.02116,
8:23:00:00,3,0,12:PRTD 2,-199.0647,
8:23:00:00,3,0,13:Ambient Temperature,27.816864,
8:23:00:00,3,0,14:LN2 Level,0.0,
8:23:00:00,3,1,15:AC Detector Leakage Current,-262.0,
8:23:00:00,3,1,73:DC Detector Leakage Current,0.0,
8:23:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:00:00:00,3,0,11:PRTD 1,-157.01552,
9:00:00:00,3,0,12:PRTD 2,-199.05928,
9:00:00:00,3,0,13:Ambient Temperature,28.020935,
9:00:00:00,3,0,14:LN2 Level,0.0,
9:00:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:00:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:00:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:01:00:00,3,0,11:PRTD 1,-156.9986,
9:01:00:00,3,0,12:PRTD 2,-199.07013,
9:01:00:00,3,0,13:Ambient Temperature,28.225037,
9:01:00:00,3,0,14:LN2 Level,0.0,
9:01:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:01:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:01:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:02:00:00,3,0,11:PRTD 1,-156.98167,
9:02:00:00,3,0,12:PRTD 2,-199.07013,
9:02:00:00,3,0,13:Ambient Temperature,28.020935,
9:02:00:00,3,0,14:LN2 Level,0.0,
9:02:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:03:00:00,3,0,11:PRTD 1,-156.9591,
9:03:00:00,3,0,12:PRTD 2,-199.07556,
9:03:00:00,3,0,13:Ambient Temperature,28.225037,
9:03:00:00,3,0,14:LN2 Level,0.0,
9:03:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:03:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:03:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:04:00:00,3,0,11:PRTD 1,-156.96475,
9:04:00:00,3,0,12:PRTD 2,-199.08641,
9:04:00:00,3,0,13:Ambient Temperature,28.225037,
9:04:00:00,3,0,14:LN2 Level,0.0,
9:04:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:04:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:04:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:05:00:00,3,0,11:PRTD 1,-156.97603,
9:05:00:00,3,0,12:PRTD 2,-199.07556,
9:05:00:00,3,0,13:Ambient Temperature,28.225037,
9:05:00:00,3,0,14:LN2 Level,0.0,
9:05:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:05:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:05:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:06:00:00,3,0,11:PRTD 1,-156.95346,
9:06:00:00,3,0,12:PRTD 2,-199.07013,
9:06:00:00,3,0,13:Ambient Temperature,28.225037,
9:06:00:00,3,0,14:LN2 Level,0.0,
9:06:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:06:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:06:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:07:00:00,3,0,11:PRTD 1,-156.9591,
9:07:00:00,3,0,12:PRTD 2,-199.07013,
9:07:00:00,3,0,13:Ambient Temperature,28.225037,
9:07:00:00,3,0,14:LN2 Level,0.0,
9:07:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:07:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
9:07:00:00,3,1,16:Charge Loop DC Level,-0.42,
9:08:00:00,3,0,11:PRTD 1,-156.96475,
9:08:00:00,3,0,12:PRTD 2,-199.08098,
9:08:00:00,3,0,13:Ambient Temperature,28.225037,
9:08:00:00,3,0,14:LN2 Level,0.0,
9:08:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:08:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
9:08:00:00,3,1,16:Charge Loop DC Level,-0.42,
9:09:00:00,3,0,11:PRTD 1,-156.9591,
9:09:00:00,3,0,12:PRTD 2,-199.0647,
9:09:00:00,3,0,13:Ambient Temperature,28.225037,
9:09:00:00,3,0,14:LN2 Level,0.0,
9:09:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:09:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:09:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:10:00:00,3,0,11:PRTD 1,-156.9591,
9:10:00:00,3,0,12:PRTD 2,-199.0647,
9:10:00:00,3,0,13:Ambient Temperature,28.225037,
9:10:00:00,3,0,14:LN2 Level,0.0,
9:10:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:10:00:00,3,1,73:DC Detector Leakage Current,-21.164001,
9:10:00:00,3,1,16:Charge Loop DC Level,-0.43999997,
9:11:00:00,3,0,11:PRTD 1,-156.96475,
9:11:00:00,3,0,12:PRTD 2,-199.08098,
9:11:00:00,3,0,13:Ambient Temperature,28.225037,
9:11:00:00,3,0,14:LN2 Level,0.0,
9:11:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:11:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:11:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:12:00:00,3,0,11:PRTD 1,-156.96475,
9:12:00:00,3,0,12:PRTD 2,-199.07013,
9:12:00:00,3,0,13:Ambient Temperature,28.225037,
9:12:00:00,3,0,14:LN2 Level,0.0,
9:12:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:12:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:12:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:13:00:00,3,0,11:PRTD 1,-156.97603,
9:13:00:00,3,0,12:PRTD 2,-199.0647,
9:13:00:00,3,0,13:Ambient Temperature,28.020935,
9:13:00:00,3,0,14:LN2 Level,0.0,
9:13:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:13:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:13:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:14:00:00,3,0,11:PRTD 1,-156.95346,
9:14:00:00,3,0,12:PRTD 2,-199.07556,
9:14:00:00,3,0,13:Ambient Temperature,28.225037,
9:14:00:00,3,0,14:LN2 Level,0.0,
9:14:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:14:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:14:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:15:00:00,3,0,11:PRTD 1,-156.95346,
9:15:00:00,3,0,12:PRTD 2,-199.05928,
9:15:00:00,3,0,13:Ambient Temperature,28.225037,
9:15:00:00,3,0,14:LN2 Level,0.0,
9:15:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:15:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:15:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:16:00:00,3,0,11:PRTD 1,-156.9591,
9:16:00:00,3,0,12:PRTD 2,-199.07013,
9:16:00:00,3,0,13:Ambient Temperature,28.225037,
9:16:00:00,3,0,14:LN2 Level,0.0,
9:16:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:16:00:00,3,1,73:DC Detector Leakage Current,0.0,
9:16:00:00,3,1,16:Charge Loop DC Level,-0.4,
9:17:00:00,3,0,11:PRTD 1,-156.93652,
9:17:00:00,3,0,12:PRTD 2,-199.05386,
9:17:00:00,3,0,13:Ambient Temperature,28.225037,
9:17:00:00,3,0,14:LN2 Level,0.0,
9:17:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:17:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
9:17:00:00,3,1,16:Charge Loop DC Level,-0.42,
9:18:00:00,3,0,11:PRTD 1,-156.94217,
9:18:00:00,3,0,12:PRTD 2,-199.0647,
9:18:00:00,3,0,13:Ambient Temperature,28.020935,
9:18:00:00,3,0,14:LN2 Level,0.0,
9:18:00:00,3,1,15:AC Detector Leakage Current,-262.0,
9:18:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
9:18:00:00,3,1,16:Charge Loop DC Level,-0.42,
9:19:00:00,3,0,11:PRTD 1,-156.94781,
9:19:00:00,3,0,12:PRTD 2,-199.05928,
9:19:00:00,3,0,13:Ambient Temperature,28.020935,
9:19:00:00,3,0,14:LN2 Level,0.0,
9:19:00:00,3,1,15:AC Detector Leakage Current,-261.0,
9:19:00:00,3,1,73:DC Detector Leakage Current,0.0,
