Time Stamp,Record Type,Channel,Parameter Code,Parameter Value,Unnamed: 5
110:10:00:00,3,1,73:DC Detector Leakage Current,10.582031,
110:10:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
110:11:00:00,3,0,11:PRTD 1,-157.76003,
110:11:00:00,3,0,12:PRTD 2,-199.22745,
110:11:00:00,3,0,13:Ambient Temperature,26.388275,
110:11:00:00,3,0,14:LN2 Level,0.0,
110:11:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:11:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:11:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:12:00:00,3,0,11:PRTD 1,-157.74875,
110:12:00:00,3,0,12:PRTD 2,-199.23286,
110:12:00:00,3,0,13:Ambient Temperature,26.796448,
110:12:00:00,3,0,14:LN2 Level,0.0,
110:12:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:12:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:12:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:13:00:00,3,0,11:PRTD 1,-157.7544,
110:13:00:00,3,0,12:PRTD 2,-199.25998,
110:13:00:00,3,0,13:Ambient Temperature,27.00055,
110:13:00:00,3,0,14:LN2 Level,0.0,
110:13:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:13:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:13:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:14:00:00,3,0,11:PRTD 1,-157.7544,
110:14:00:00,3,0,12:PRTD 2,-199.25998,
110:14:00:00,3,0,13:Ambient Temperature,26.796448,
110:14:00:00,3,0,14:LN2 Level,0.0,
110:14:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:14:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:14:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:15:00:00,3,0,11:PRTD 1,-157.78258,
110:15:00:00,3,0,12:PRTD 2,-199.25456,
110:15:00:00,3,0,13:Ambient Temperature,26.388275,
110:15:00:00,3,0,14:LN2 Level,0.0,
110:15:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:15:00:00,3,1,73:DC Detector Leakage Current,10.582031,
110:15:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
110:16:00:00,3,0,11:PRTD 1,-157.78822,
110:16:00:00,3,0,12:PRTD 2,-199.22745,
110:16:00:00,3,0,13:Ambient Temperature,26.388275,
110:16:00:00,3,0,14:LN2 Level,0.0,
110:16:00:00,3,1,15:AC Detector Leakage Current,-263.0,
110:16:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
110:16:00:00,3,1,16:Charge Loop DC Level,-0.42,
110:17:00:00,3,0,11:PRTD 1,-157.74312,
110:17:00:00,3,0,12:PRTD 2,-199.26541,
110:17:00:00,3,0,13:Ambient Temperature,26.796448,
110:17:00:00,3,0,14:LN2 Level,0.0,
110:17:00:00,3,1,15:AC Detector Leakage Current,-262.0,
110:17:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:17:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:18:00:00,3,0,11:PRTD 1,-157.53447,
110:18:00:00,3,0,12:PRTD 2,-199.35219,
110:18:00:00,3,0,13:Ambient Temperature,29.653595,
110:18:00:00,3,0,14:LN2 Level,0.0,
110:18:00:00,3,1,15:AC Detector Leakage Current,-261.0,
110:18:00:00,3,1,73:DC Detector Leakage Current,-63.492054,
110:18:00:00,3,1,16:Charge Loop DC Level,-0.52,
110:19:00:00,3,0,11:PRTD 1,-157.33707,
110:19:00:00,3,0,12:PRTD 2,-199.37389,
110:19:00:00,3,0,13:Ambient Temperature,30.46994,
110:19:00:00,3,0,14:LN2 Level,0.0,
110:19:00:00,3,1,15:AC Detector Leakage Current,-260.0,
110:19:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:19:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:20:00:00,3,0,11:PRTD 1,-157.21863,
110:20:00:00,3,0,12:PRTD 2,-199.36845,
110:20:00:00,3,0,13:Ambient Temperature,30.674011,
110:20:00:00,3,0,14:LN2 Level,0.0,
110:20:00:00,3,1,15:AC Detector Leakage Current,-260.0,
110:20:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:20:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:21:00:00,3,0,11:PRTD 1,-157.15092,
110:21:00:00,3,0,12:PRTD 2,-199.36845,
110:21:00:00,3,0,13:Ambient Temperature,30.878082,
110:21:00:00,3,0,14:LN2 Level,0.0,
110:21:00:00,3,1,15:AC Detector Leakage Current,-260.0,
110:21:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:21:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:22:00:00,3,0,11:PRTD 1,-157.12271,
110:22:00:00,3,0,12:PRTD 2,-199.36845,
110:22:00:00,3,0,13:Ambient Temperature,30.878082,
110:22:00:00,3,0,14:LN2 Level,0.0,
110:22:00:00,3,1,15:AC Detector Leakage Current,-260.0,
110:22:00:00,3,1,73:DC Detector Leakage Current,0.0,
110:22:00:00,3,1,16:Charge Loop DC Level,-0.4,
110:23:00:00,3,0,11:PRTD 1,-157.1453,
110:23:00:00,3,0,12:PRTD 2,-199.37389,
110:23:00:00,3,0,13:Ambient Temperature,30.46994,
110:23:00:00,3,0,14:LN2 Level,0.0,
110:23:00:00,3,1,15:AC Detector Leakage Current,-260.0,
110:23:00:00,3,1,73:DC Detector Leakage Current,10.582031,
110:23:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:00:00:00,3,0,11:PRTD 1,-157.3822,
111:00:00:00,3,0,12:PRTD 2,-199.3088,
111:00:00:00,3,0,13:Ambient Temperature,27.612793,
111:00:00:00,3,0,14:LN2 Level,0.0,
111:00:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:00:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:00:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:01:00:00,3,0,11:PRTD 1,-157.6698,
111:01:00:00,3,0,12:PRTD 2,-199.23828,
111:01:00:00,3,0,13:Ambient Temperature,26.184204,
111:01:00:00,3,0,14:LN2 Level,0.0,
111:01:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:01:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:01:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:02:00:00,3,0,11:PRTD 1,-157.72057,
111:02:00:00,3,0,12:PRTD 2,-199.25456,
111:02:00:00,3,0,13:Ambient Temperature,26.388275,
111:02:00:00,3,0,14:LN2 Level,0.0,
111:02:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:03:00:00,3,0,11:PRTD 1,-157.77695,
111:03:00:00,3,0,12:PRTD 2,-199.24371,
111:03:00:00,3,0,13:Ambient Temperature,26.184204,
111:03:00:00,3,0,14:LN2 Level,0.0,
111:03:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:03:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:03:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:04:00:00,3,0,11:PRTD 1,-157.8164,
111:04:00:00,3,0,12:PRTD 2,-199.23828,
111:04:00:00,3,0,13:Ambient Temperature,26.184204,
111:04:00:00,3,0,14:LN2 Level,0.0,
111:04:00:00,3,1,15:AC Detector Leakage Current,-263.0,
111:04:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:04:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:05:00:00,3,0,11:PRTD 1,-157.79385,
111:05:00:00,3,0,12:PRTD 2,-199.24915,
111:05:00:00,3,0,13:Ambient Temperature,26.184204,
111:05:00:00,3,0,14:LN2 Level,0.0,
111:05:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:05:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:05:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:06:00:00,3,0,11:PRTD 1,-157.79385,
111:06:00:00,3,0,12:PRTD 2,-199.23828,
111:06:00:00,3,0,13:Ambient Temperature,26.184204,
111:06:00:00,3,0,14:LN2 Level,0.0,
111:06:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:06:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:06:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:07:00:00,3,0,11:PRTD 1,-157.7713,
111:07:00:00,3,0,12:PRTD 2,-199.23286,
111:07:00:00,3,0,13:Ambient Temperature,26.796448,
111:07:00:00,3,0,14:LN2 Level,0.0,
111:07:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:07:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:07:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:08:00:00,3,0,11:PRTD 1,-157.76003,
111:08:00:00,3,0,12:PRTD 2,-199.27083,
111:08:00:00,3,0,13:Ambient Temperature,26.796448,
111:08:00:00,3,0,14:LN2 Level,0.0,
111:08:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:08:00:00,3,1,73:DC Detector Leakage Current,-21.164001,
111:08:00:00,3,1,16:Charge Loop DC Level,-0.43999997,
111:09:00:00,3,0,11:PRTD 1,-157.78822,
111:09:00:00,3,0,12:PRTD 2,-199.25998,
111:09:00:00,3,0,13:Ambient Temperature,26.388275,
111:09:00:00,3,0,14:LN2 Level,0.0,
111:09:00:00,3,1,15:AC Detector Leakage Current,-263.0,
111:09:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:09:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:10:00:00,3,0,11:PRTD 1,-157.74875,
111:10:00:00,3,0,12:PRTD 2,-199.24371,
111:10:00:00,3,0,13:Ambient Temperature,27.00055,
111:10:00:00,3,0,14:LN2 Level,0.0,
111:10:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:10:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:10:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:11:00:00,3,0,11:PRTD 1,-157.76003,
111:11:00:00,3,0,12:PRTD 2,-199.27083,
111:11:00:00,3,0,13:Ambient Temperature,26.592377,
111:11:00:00,3,0,14:LN2 Level,0.0,
111:11:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:11:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:11:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:12:00:00,3,0,11:PRTD 1,-157.78258,
111:12:00:00,3,0,12:PRTD 2,-199.24371,
111:12:00:00,3,0,13:Ambient Temperature,26.388275,
111:12:00:00,3,0,14:LN2 Level,0.0,
111:12:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:12:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:12:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:13:00:00,3,0,11:PRTD 1,-157.73184,
111:13:00:00,3,0,12:PRTD 2,-199.24915,
111:13:00:00,3,0,13:Ambient Temperature,27.00055,
111:13:00:00,3,0,14:LN2 Level,0.0,
111:13:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:13:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:13:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:14:00:00,3,0,11:PRTD 1,-157.76003,
111:14:00:00,3,0,12:PRTD 2,-199.27083,
111:14:00:00,3,0,13:Ambient Temperature,26.592377,
111:14:00:00,3,0,14:LN2 Level,0.0,
111:14:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:14:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:14:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:15:00:00,3,0,11:PRTD 1,-157.76567,
111:15:00:00,3,0,12:PRTD 2,-199.24371,
111:15:00:00,3,0,13:Ambient Temperature,26.592377,
111:15:00:00,3,0,14:LN2 Level,0.0,
111:15:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:15:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:15:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:16:00:00,3,0,11:PRTD 1,-157.7544,
111:16:00:00,3,0,12:PRTD 2,-199.27626,
111:16:00:00,3,0,13:Ambient Temperature,26.796448,
111:16:00:00,3,0,14:LN2 Level,0.0,
111:16:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:16:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:16:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:17:00:00,3,0,11:PRTD 1,-157.79385,
111:17:00:00,3,0,12:PRTD 2,-199.25998,
111:17:00:00,3,0,13:Ambient Temperature,26.388275,
111:17:00:00,3,0,14:LN2 Level,0.0,
111:17:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:17:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:17:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:18:00:00,3,0,11:PRTD 1,-157.74875,
111:18:00:00,3,0,12:PRTD 2,-199.27083,
111:18:00:00,3,0,13:Ambient Temperature,26.796448,
111:18:00:00,3,0,14:LN2 Level,0.0,
111:18:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:18:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:18:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:19:00:00,3,0,11:PRTD 1,-157.7995,
111:19:00:00,3,0,12:PRTD 2,-199.24915,
111:19:00:00,3,0,13:Ambient Temperature,26.184204,
111:19:00:00,3,0,14:LN2 Level,0.0,
111:19:00:00,3,1,15:AC Detector Leakage Current,-263.0,
111:19:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:19:00:00,3,1,16:Charge Loop DC Level,-0.4,
111:20:00:00,3,0,11:PRTD 1,-157.73747,
111:20:00:00,3,0,12:PRTD 2,-199.27626,
111:20:00:00,3,0,13:Ambient Temperature,27.00055,
111:20:00:00,3,0,14:LN2 Level,0.0,
111:20:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:20:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
111:20:00:00,3,1,16:Charge Loop DC Level,-0.42,
111:21:00:00,3,0,11:PRTD 1,-157.78822,
111:21:00:00,3,0,12:PRTD 2,-199.26541,
111:21:00:00,3,0,13:Ambient Temperature,26.388275,
111:21:00:00,3,0,14:LN2 Level,0.0,
111:21:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:21:00:00,3,1,73:DC Detector Leakage Current,-31.746033,
111:21:00:00,3,1,16:Charge Loop DC Level,-0.46,
111:22:00:00,3,0,11:PRTD 1,-157.7713,
111:22:00:00,3,0,12:PRTD 2,-199.23828,
111:22:00:00,3,0,13:Ambient Temperature,26.796448,
111:22:00:00,3,0,14:LN2 Level,0.0,
111:22:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:22:00:00,3,1,73:DC Detector Leakage Current,10.582031,
111:22:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
111:23:00:00,3,0,11:PRTD 1,-157.76003,
111:23:00:00,3,0,12:PRTD 2,-199.28168,
111:23:00:00,3,0,13:Ambient Temperature,26.592377,
111:23:00:00,3,0,14:LN2 Level,0.0,
111:23:00:00,3,1,15:AC Detector Leakage Current,-262.0,
111:23:00:00,3,1,73:DC Detector Leakage Current,0.0,
111:23:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:00:00:00,3,0,11:PRTD 1,-157.77695,
112:00:00:00,3,0,12:PRTD 2,-199.24915,
112:00:00:00,3,0,13:Ambient Temperature,26.592377,
112:00:00:00,3,0,14:LN2 Level,0.0,
112:00:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:00:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:00:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:01:00:00,3,0,11:PRTD 1,-157.7544,
112:01:00:00,3,0,12:PRTD 2,-199.28168,
112:01:00:00,3,0,13:Ambient Temperature,26.796448,
112:01:00:00,3,0,14:LN2 Level,0.0,
112:01:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:01:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:01:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:02:00:00,3,0,11:PRTD 1,-157.7995,
112:02:00:00,3,0,12:PRTD 2,-199.25456,
112:02:00:00,3,0,13:Ambient Temperature,26.184204,
112:02:00:00,3,0,14:LN2 Level,0.0,
112:02:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:03:00:00,3,0,11:PRTD 1,-157.73184,
112:03:00:00,3,0,12:PRTD 2,-199.25456,
112:03:00:00,3,0,13:Ambient Temperature,27.00055,
112:03:00:00,3,0,14:LN2 Level,0.0,
112:03:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:03:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:03:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:04:00:00,3,0,11:PRTD 1,-157.73184,
112:04:00:00,3,0,12:PRTD 2,-199.26541,
112:04:00:00,3,0,13:Ambient Temperature,27.00055,
112:04:00:00,3,0,14:LN2 Level,0.0,
112:04:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:04:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:04:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:05:00:00,3,0,11:PRTD 1,-157.7544,
112:05:00:00,3,0,12:PRTD 2,-199.26541,
112:05:00:00,3,0,13:Ambient Temperature,26.592377,
112:05:00:00,3,0,14:LN2 Level,0.0,
112:05:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:05:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:05:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:06:00:00,3,0,11:PRTD 1,-157.76567,
112:06:00:00,3,0,12:PRTD 2,-199.25456,
112:06:00:00,3,0,13:Ambient Temperature,26.592377,
112:06:00:00,3,0,14:LN2 Level,0.0,
112:06:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:06:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:06:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:07:00:00,3,0,11:PRTD 1,-157.79385,
112:07:00:00,3,0,12:PRTD 2,-199.24915,
112:07:00:00,3,0,13:Ambient Temperature,26.388275,
112:07:00:00,3,0,14:LN2 Level,0.0,
112:07:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:07:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:07:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:08:00:00,3,0,11:PRTD 1,-157.77695,
112:08:00:00,3,0,12:PRTD 2,-199.25998,
112:08:00:00,3,0,13:Ambient Temperature,26.592377,
112:08:00:00,3,0,14:LN2 Level,0.0,
112:08:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:08:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:08:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:09:00:00,3,0,11:PRTD 1,-157.80513,
112:09:00:00,3,0,12:PRTD 2,-199.24915,
112:09:00:00,3,0,13:Ambient Temperature,26.592377,
112:09:00:00,3,0,14:LN2 Level,0.0,
112:09:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:09:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:09:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:10:00:00,3,0,11:PRTD 1,-157.81078,
112:10:00:00,3,0,12:PRTD 2,-199.25998,
112:10:00:00,3,0,13:Ambient Temperature,26.184204,
112:10:00:00,3,0,14:LN2 Level,0.0,
112:10:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:10:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:10:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:11:00:00,3,0,11:PRTD 1,-157.82768,
112:11:00:00,3,0,12:PRTD 2,-199.25998,
112:11:00:00,3,0,13:Ambient Temperature,26.184204,
112:11:00:00,3,0,14:LN2 Level,0.0,
112:11:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:11:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:11:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:12:00:00,3,0,11:PRTD 1,-157.82768,
112:12:00:00,3,0,12:PRTD 2,-199.25998,
112:12:00:00,3,0,13:Ambient Temperature,26.388275,
112:12:00:00,3,0,14:LN2 Level,0.0,
112:12:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:12:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:12:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:13:00:00,3,0,11:PRTD 1,-157.82205,
112:13:00:00,3,0,12:PRTD 2,-199.25998,
112:13:00:00,3,0,13:Ambient Temperature,26.388275,
112:13:00:00,3,0,14:LN2 Level,0.0,
112:13:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:13:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
112:13:00:00,3,1,16:Charge Loop DC Level,-0.42,
112:14:00:00,3,0,11:PRTD 1,-157.79385,
112:14:00:00,3,0,12:PRTD 2,-199.24915,
112:14:00:00,3,0,13:Ambient Temperature,26.592377,
112:14:00:00,3,0,14:LN2 Level,0.0,
112:14:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:14:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:14:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:15:00:00,3,0,11:PRTD 1,-157.78822,
112:15:00:00,3,0,12:PRTD 2,-199.26541,
112:15:00:00,3,0,13:Ambient Temperature,26.592377,
112:15:00:00,3,0,14:LN2 Level,0.0,
112:15:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:15:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:15:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:16:00:00,3,0,11:PRTD 1,-157.78258,
112:16:00:00,3,0,12:PRTD 2,-199.24915,
112:16:00:00,3,0,13:Ambient Temperature,26.592377,
112:16:00:00,3,0,14:LN2 Level,0.0,
112:16:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:16:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:16:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:17:00:00,3,0,11:PRTD 1,-157.77695,
112:17:00:00,3,0,12:PRTD 2,-199.25456,
112:17:00:00,3,0,13:Ambient Temperature,26.388275,
112:17:00:00,3,0,14:LN2 Level,0.0,
112:17:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:17:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:17:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:18:00:00,3,0,11:PRTD 1,-157.79385,
112:18:00:00,3,0,12:PRTD 2,-199.24915,
112:18:00:00,3,0,13:Ambient Temperature,26.388275,
112:18:00:00,3,0,14:LN2 Level,0.0,
112:18:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:18:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:18:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:19:00:00,3,0,11:PRTD 1,-157.82768,
112:19:00:00,3,0,12:PRTD 2,-199.25998,
112:19:00:00,3,0,13:Ambient Temperature,26.184204,
112:19:00:00,3,0,14:LN2 Level,0.0,
112:19:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:19:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:19:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:20:00:00,3,0,11:PRTD 1,-157.86716,
112:20:00:00,3,0,12:PRTD 2,-199.24915,
112:20:00:00,3,0,13:Ambient Temperature,25.980133,
112:20:00:00,3,0,14:LN2 Level,0.0,
112:20:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:20:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:20:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
112:21:00:00,3,0,11:PRTD 1,-157.88971,
112:21:00:00,3,0,12:PRTD 2,-199.23286,
112:21:00:00,3,0,13:Ambient Temperature,25.980133,
112:21:00:00,3,0,14:LN2 Level,0.0,
112:21:00:00,3,1,15:AC Detector Leakage Current,-263.0,
112:21:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:21:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:22:00:00,3,0,11:PRTD 1,-157.85025,
112:22:00:00,3,0,12:PRTD 2,-199.25998,
112:22:00:00,3,0,13:Ambient Temperature,26.184204,
112:22:00:00,3,0,14:LN2 Level,0.0,
112:22:00:00,3,1,15:AC Detector Leakage Current,-262.0,
112:22:00:00,3,1,73:DC Detector Leakage Current,0.0,
112:22:00:00,3,1,16:Charge Loop DC Level,-0.4,
112:23:00:00,3,0,11:PRTD 1,-157.8446,
112:23:00:00,3,0,12:PRTD 2,-199.24371,
112:23:00:00,3,0,13:Ambient Temperature,26.388275,
112:23:00:00,3,0,14:LN2 Level,0.0,
112:23:00:00,3,1,15:AC Detector Leakage Current,-263.0,
112:23:00:00,3,1,73:DC Detector Leakage Current,10.582031,
112:23:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
113:00:00:00,3,0,11:PRTD 1,-157.85025,
113:00:00:00,3,0,12:PRTD 2,-199.25456,
113:00:00:00,3,0,13:Ambient Temperature,25.980133,
113:00:00:00,3,0,14:LN2 Level,0.0,
113:00:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:00:00:00,3,1,73:DC Detector Leakage Current,10.582031,
113:00:00:00,3,1,16:Charge Loop DC Level,-0.37999997,
113:01:00:00,3,0,11:PRTD 1,-157.83333,
113:01:00:00,3,0,12:PRTD 2,-199.25456,
113:01:00:00,3,0,13:Ambient Temperature,26.184204,
113:01:00:00,3,0,14:LN2 Level,0.0,
113:01:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:01:00:00,3,1,73:DC Detector Leakage Current,0.0,
113:01:00:00,3,1,16:Charge Loop DC Level,-0.4,
113:02:00:00,3,0,11:PRTD 1,-157.82768,
113:02:00:00,3,0,12:PRTD 2,-199.27083,
113:02:00:00,3,0,13:Ambient Temperature,26.388275,
113:02:00:00,3,0,14:LN2 Level,0.0,
113:02:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:02:00:00,3,1,73:DC Detector Leakage Current,0.0,
113:02:00:00,3,1,16:Charge Loop DC Level,-0.4,
113:03:00:00,3,0,11:PRTD 1,-157.8164,
113:03:00:00,3,0,12:PRTD 2,-199.24915,
113:03:00:00,3,0,13:Ambient Temperature,26.796448,
113:03:00:00,3,0,14:LN2 Level,0.0,
113:03:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:03:00:00,3,1,73:DC Detector Leakage Current,0.0,
113:03:00:00,3,1,16:Charge Loop DC Level,-0.4,
113:04:00:00,3,0,11:PRTD 1,-157.85588,
113:04:00:00,3,0,12:PRTD 2,-199.24371,
113:04:00:00,3,0,13:Ambient Temperature,25.980133,
113:04:00:00,3,0,14:LN2 Level,0.0,
113:04:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:04:00:00,3,1,73:DC Detector Leakage Current,-10.582001,
113:04:00:00,3,1,16:Charge Loop DC Level,-0.42,
113:05:00:00,3,0,11:PRTD 1,-157.85588,
113:05:00:00,3,0,12:PRTD 2,-199.23828,
113:05:00:00,3,0,13:Ambient Temperature,26.184204,
113:05:00:00,3,0,14:LN2 Level,0.0,
113:05:00:00,3,1,15:AC Detector Leakage Current,-262.0,
113:05:00:00,3,1,73:DC Detector Leakage Current,0.0,
113:05:00:00,3,1,16:Charge Loop DC Level,-0.4,
113:06:00:00,3,0,11:PRTD 1,-157.83333,
113:06:00:00,3,0,12:PRTD 2,-199.23286,
113:06:00:00,3,0,13:Ambient Temperature,26.388275,
