Time Stamp,Record Type,Channel,Parameter Code,Parameter Value,Unnamed: 5
19:11:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:12:00:00,3,0,11:PRTD 1,-166.53781,
19:12:00:00,3,0,12:PRTD 2,-197.52287,
19:12:00:00,3,0,13:Ambient Temperature,30.674011,
19:12:00:00,3,0,14:LN2 Level,0.0,
19:12:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
19:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
19:13:00:00,3,0,11:PRTD 1,-166.54341,
19:13:00:00,3,0,12:PRTD 2,-197.51744,
19:13:00:00,3,0,13:Ambient Temperature,30.674011,
19:13:00:00,3,0,14:LN2 Level,0.0,
19:13:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
19:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
19:14:00:00,3,0,11:PRTD 1,-166.52103,
19:14:00:00,3,0,12:PRTD 2,-197.51744,
19:14:00:00,3,0,13:Ambient Temperature,30.674011,
19:14:00:00,3,0,14:LN2 Level,0.0,
19:14:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:14:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:14:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:15:00:00,3,0,11:PRTD 1,-166.50986,
19:15:00:00,3,0,12:PRTD 2,-197.51744,
19:15:00:00,3,0,13:Ambient Temperature,30.674011,
19:15:00:00,3,0,14:LN2 Level,0.0,
19:15:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:15:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:15:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:16:00:00,3,0,11:PRTD 1,-166.52664,
19:16:00:00,3,0,12:PRTD 2,-197.51201,
19:16:00:00,3,0,13:Ambient Temperature,30.674011,
19:16:00:00,3,0,14:LN2 Level,0.0,
19:16:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:16:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:16:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:17:00:00,3,0,11:PRTD 1,-166.52103,
19:17:00:00,3,0,12:PRTD 2,-197.50656,
19:17:00:00,3,0,13:Ambient Temperature,30.674011,
19:17:00:00,3,0,14:LN2 Level,0.0,
19:17:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:17:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:17:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:18:00:00,3,0,11:PRTD 1,-166.54901,
19:18:00:00,3,0,12:PRTD 2,-197.51201,
19:18:00:00,3,0,13:Ambient Temperature,30.265839,
19:18:00:00,3,0,14:LN2 Level,0.0,
19:18:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:18:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:18:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:19:00:00,3,0,11:PRTD 1,-166.5602,
19:19:00:00,3,0,12:PRTD 2,-197.50656,
19:19:00:00,3,0,13:Ambient Temperature,30.265839,
19:19:00:00,3,0,14:LN2 Level,0.0,
19:19:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:19:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:19:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:20:00:00,3,0,11:PRTD 1,-166.56578,
19:20:00:00,3,0,12:PRTD 2,-197.51201,
19:20:00:00,3,0,13:Ambient Temperature,30.265839,
19:20:00:00,3,0,14:LN2 Level,0.0,
19:20:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:20:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:20:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:21:00:00,3,0,11:PRTD 1,-166.57697,
19:21:00:00,3,0,12:PRTD 2,-197.50656,
19:21:00:00,3,0,13:Ambient Temperature,30.265839,
19:21:00:00,3,0,14:LN2 Level,0.0,
19:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
19:21:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:21:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
19:22:00:00,3,0,11:PRTD 1,-166.58817,
19:22:00:00,3,0,12:PRTD 2,-197.50656,
19:22:00:00,3,0,13:Ambient Temperature,30.265839,
19:22:00:00,3,0,14:LN2 Level,0.0,
19:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
19:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
19:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
19:23:00:00,3,0,11:PRTD 1,-166.58257,
19:23:00:00,3,0,12:PRTD 2,-197.51201,
19:23:00:00,3,0,13:Ambient Temperature,30.46994,
19:23:00:00,3,0,14:LN2 Level,0.0,
19:23:00:00,3,1,15:AC Detector Leakage Current,-246.0,
19:23:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
19:23:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:00:00:00,3,0,11:PRTD 1,-166.58817,
20:00:00:00,3,0,12:PRTD 2,-197.51201,
20:00:00:00,3,0,13:Ambient Temperature,30.265839,
20:00:00:00,3,0,14:LN2 Level,0.0,
20:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:00:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:00:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:01:00:00,3,0,11:PRTD 1,-166.59375,
20:01:00:00,3,0,12:PRTD 2,-197.50656,
20:01:00:00,3,0,13:Ambient Temperature,30.061768,
20:01:00:00,3,0,14:LN2 Level,0.0,
20:01:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:01:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:01:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:02:00:00,3,0,11:PRTD 1,-166.59935,
20:02:00:00,3,0,12:PRTD 2,-197.51744,
20:02:00:00,3,0,13:Ambient Temperature,30.061768,
20:02:00:00,3,0,14:LN2 Level,0.0,
20:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:02:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:02:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:03:00:00,3,0,11:PRTD 1,-166.61053,
20:03:00:00,3,0,12:PRTD 2,-197.50656,
20:03:00:00,3,0,13:Ambient Temperature,30.061768,
20:03:00:00,3,0,14:LN2 Level,0.0,
20:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:03:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:03:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:04:00:00,3,0,11:PRTD 1,-166.62172,
20:04:00:00,3,0,12:PRTD 2,-197.4957,
20:04:00:00,3,0,13:Ambient Temperature,30.061768,
20:04:00:00,3,0,14:LN2 Level,0.0,
20:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:04:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:04:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:05:00:00,3,0,11:PRTD 1,-166.61053,
20:05:00:00,3,0,12:PRTD 2,-197.50114,
20:05:00:00,3,0,13:Ambient Temperature,30.061768,
20:05:00:00,3,0,14:LN2 Level,0.0,
20:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:06:00:00,3,0,11:PRTD 1,-166.62172,
20:06:00:00,3,0,12:PRTD 2,-197.5283,
20:06:00:00,3,0,13:Ambient Temperature,30.061768,
20:06:00:00,3,0,14:LN2 Level,0.0,
20:06:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:06:00:00,3,1,73:DC Detector Leakage Current,-49.382668,
20:06:00:00,3,1,16:Charge Loop DC Level,-0.73999995,
20:07:00:00,3,0,11:PRTD 1,-166.60495,
20:07:00:00,3,0,12:PRTD 2,-197.50114,
20:07:00:00,3,0,13:Ambient Temperature,30.061768,
20:07:00:00,3,0,14:LN2 Level,0.0,
20:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:07:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:07:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:08:00:00,3,0,11:PRTD 1,-166.61612,
20:08:00:00,3,0,12:PRTD 2,-197.50114,
20:08:00:00,3,0,13:Ambient Temperature,30.061768,
20:08:00:00,3,0,14:LN2 Level,0.0,
20:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:08:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:08:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:09:00:00,3,0,11:PRTD 1,-166.59375,
20:09:00:00,3,0,12:PRTD 2,-197.51201,
20:09:00:00,3,0,13:Ambient Temperature,30.265839,
20:09:00:00,3,0,14:LN2 Level,0.0,
20:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:09:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:09:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:10:00:00,3,0,11:PRTD 1,-166.59375,
20:10:00:00,3,0,12:PRTD 2,-197.52287,
20:10:00:00,3,0,13:Ambient Temperature,30.061768,
20:10:00:00,3,0,14:LN2 Level,0.0,
20:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:10:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:10:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:11:00:00,3,0,11:PRTD 1,-166.59375,
20:11:00:00,3,0,12:PRTD 2,-197.50114,
20:11:00:00,3,0,13:Ambient Temperature,30.061768,
20:11:00:00,3,0,14:LN2 Level,0.0,
20:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:11:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:11:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:12:00:00,3,0,11:PRTD 1,-166.58817,
20:12:00:00,3,0,12:PRTD 2,-197.50656,
20:12:00:00,3,0,13:Ambient Temperature,30.061768,
20:12:00:00,3,0,14:LN2 Level,0.0,
20:12:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:13:00:00,3,0,11:PRTD 1,-166.58817,
20:13:00:00,3,0,12:PRTD 2,-197.4957,
20:13:00:00,3,0,13:Ambient Temperature,30.061768,
20:13:00:00,3,0,14:LN2 Level,0.0,
20:13:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:13:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:13:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:14:00:00,3,0,11:PRTD 1,-166.59935,
20:14:00:00,3,0,12:PRTD 2,-197.52287,
20:14:00:00,3,0,13:Ambient Temperature,30.061768,
20:14:00:00,3,0,14:LN2 Level,0.0,
20:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:14:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:14:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:15:00:00,3,0,11:PRTD 1,-166.60495,
20:15:00:00,3,0,12:PRTD 2,-197.50114,
20:15:00:00,3,0,13:Ambient Temperature,30.061768,
20:15:00:00,3,0,14:LN2 Level,0.0,
20:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:15:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:15:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:16:00:00,3,0,11:PRTD 1,-166.59935,
20:16:00:00,3,0,12:PRTD 2,-197.50114,
20:16:00:00,3,0,13:Ambient Temperature,30.061768,
20:16:00:00,3,0,14:LN2 Level,0.0,
20:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:16:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:16:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:17:00:00,3,0,11:PRTD 1,-166.58817,
20:17:00:00,3,0,12:PRTD 2,-197.51201,
20:17:00:00,3,0,13:Ambient Temperature,30.061768,
20:17:00:00,3,0,14:LN2 Level,0.0,
20:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:17:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:17:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:18:00:00,3,0,11:PRTD 1,-166.59375,
20:18:00:00,3,0,12:PRTD 2,-197.50114,
20:18:00:00,3,0,13:Ambient Temperature,30.265839,
20:18:00:00,3,0,14:LN2 Level,0.0,
20:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:18:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
20:18:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
20:19:00:00,3,0,11:PRTD 1,-166.58257,
20:19:00:00,3,0,12:PRTD 2,-197.50656,
20:19:00:00,3,0,13:Ambient Temperature,30.061768,
20:19:00:00,3,0,14:LN2 Level,0.0,
20:19:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:19:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:19:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:20:00:00,3,0,11:PRTD 1,-166.57138,
20:20:00:00,3,0,12:PRTD 2,-197.50656,
20:20:00:00,3,0,13:Ambient Temperature,30.265839,
20:20:00:00,3,0,14:LN2 Level,0.0,
20:20:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:20:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:20:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:21:00:00,3,0,11:PRTD 1,-166.5602,
20:21:00:00,3,0,12:PRTD 2,-197.51744,
20:21:00:00,3,0,13:Ambient Temperature,30.265839,
20:21:00:00,3,0,14:LN2 Level,0.0,
20:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:21:00:00,3,1,73:DC Detector Leakage Current,-49.382668,
20:21:00:00,3,1,16:Charge Loop DC Level,-0.73999995,
20:22:00:00,3,0,11:PRTD 1,-166.58817,
20:22:00:00,3,0,12:PRTD 2,-197.50656,
20:22:00:00,3,0,13:Ambient Temperature,30.265839,
20:22:00:00,3,0,14:LN2 Level,0.0,
20:22:00:00,3,1,15:AC Detector Leakage Current,-246.0,
20:22:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:22:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
20:23:00:00,3,0,11:PRTD 1,-166.57138,
20:23:00:00,3,0,12:PRTD 2,-197.50656,
20:23:00:00,3,0,13:Ambient Temperature,30.061768,
20:23:00:00,3,0,14:LN2 Level,0.0,
20:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
20:23:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
20:23:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:00:00:00,3,0,11:PRTD 1,-166.58257,
21:00:00:00,3,0,12:PRTD 2,-197.51201,
21:00:00:00,3,0,13:Ambient Temperature,30.061768,
21:00:00:00,3,0,14:LN2 Level,0.0,
21:00:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:00:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:00:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:01:00:00,3,0,11:PRTD 1,-166.58817,
21:01:00:00,3,0,12:PRTD 2,-197.51201,
21:01:00:00,3,0,13:Ambient Temperature,30.265839,
21:01:00:00,3,0,14:LN2 Level,0.0,
21:01:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:01:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:01:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:02:00:00,3,0,11:PRTD 1,-166.58817,
21:02:00:00,3,0,12:PRTD 2,-197.50656,
21:02:00:00,3,0,13:Ambient Temperature,30.265839,
21:02:00:00,3,0,14:LN2 Level,0.0,
21:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:02:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:02:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:03:00:00,3,0,11:PRTD 1,-166.58817,
21:03:00:00,3,0,12:PRTD 2,-197.50114,
21:03:00:00,3,0,13:Ambient Temperature,30.061768,
21:03:00:00,3,0,14:LN2 Level,0.0,
21:03:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:03:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:03:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:04:00:00,3,0,11:PRTD 1,-166.57138,
21:04:00:00,3,0,12:PRTD 2,-197.50114,
21:04:00:00,3,0,13:Ambient Temperature,30.061768,
21:04:00:00,3,0,14:LN2 Level,0.0,
21:04:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:04:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
21:04:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
21:05:00:00,3,0,11:PRTD 1,-166.58817,
21:05:00:00,3,0,12:PRTD 2,-197.4957,
21:05:00:00,3,0,13:Ambient Temperature,30.061768,
21:05:00:00,3,0,14:LN2 Level,0.0,
21:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:05:00:00,3,1,73:DC Detector Leakage Current,-37.037,
21:05:00:00,3,1,16:Charge Loop DC Level,-0.71999997,
21:06:00:00,3,0,11:PRTD 1,-166.57697,
21:06:00:00,3,0,12:PRTD 2,-197.51201,
21:06:00:00,3,0,13:Ambient Temperature,30.061768,
21:06:00:00,3,0,14:LN2 Level,0.0,
21:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:06:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
21:06:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
21:07:00:00,3,0,11:PRTD 1,-166.57697,
21:07:00:00,3,0,12:PRTD 2,-197.50114,
21:07:00:00,3,0,13:Ambient Temperature,30.265839,
21:07:00:00,3,0,14:LN2 Level,0.0,
21:07:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:07:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:07:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:08:00:00,3,0,11:PRTD 1,-166.58257,
21:08:00:00,3,0,12:PRTD 2,-197.51201,
21:08:00:00,3,0,13:Ambient Temperature,30.061768,
21:08:00:00,3,0,14:LN2 Level,0.0,
21:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:08:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:08:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:09:00:00,3,0,11:PRTD 1,-166.58817,
21:09:00:00,3,0,12:PRTD 2,-197.50114,
21:09:00:00,3,0,13:Ambient Temperature,30.061768,
21:09:00:00,3,0,14:LN2 Level,0.0,
21:09:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:09:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:09:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:10:00:00,3,0,11:PRTD 1,-166.58817,
21:10:00:00,3,0,12:PRTD 2,-197.50114,
21:10:00:00,3,0,13:Ambient Temperature,30.061768,
21:10:00:00,3,0,14:LN2 Level,0.0,
21:10:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:10:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:10:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:11:00:00,3,0,11:PRTD 1,-166.57697,
21:11:00:00,3,0,12:PRTD 2,-197.50114,
21:11:00:00,3,0,13:Ambient Temperature,30.061768,
21:11:00:00,3,0,14:LN2 Level,0.0,
21:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:11:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:11:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:12:00:00,3,0,11:PRTD 1,-166.57697,
21:12:00:00,3,0,12:PRTD 2,-197.4957,
21:12:00:00,3,0,13:Ambient Temperature,30.265839,
21:12:00:00,3,0,14:LN2 Level,0.0,
21:12:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
21:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
21:13:00:00,3,0,11:PRTD 1,-166.57138,
21:13:00:00,3,0,12:PRTD 2,-197.50114,
21:13:00:00,3,0,13:Ambient Temperature,30.265839,
21:13:00:00,3,0,14:LN2 Level,0.0,
21:13:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
21:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
21:14:00:00,3,0,11:PRTD 1,-166.5546,
21:14:00:00,3,0,12:PRTD 2,-197.4957,
21:14:00:00,3,0,13:Ambient Temperature,30.265839,
21:14:00:00,3,0,14:LN2 Level,0.0,
21:14:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:14:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:14:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:15:00:00,3,0,11:PRTD 1,-166.57138,
21:15:00:00,3,0,12:PRTD 2,-197.50114,
21:15:00:00,3,0,13:Ambient Temperature,30.061768,
21:15:00:00,3,0,14:LN2 Level,0.0,
21:15:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:15:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:15:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:16:00:00,3,0,11:PRTD 1,-166.57138,
21:16:00:00,3,0,12:PRTD 2,-197.50656,
21:16:00:00,3,0,13:Ambient Temperature,30.061768,
21:16:00:00,3,0,14:LN2 Level,0.0,
21:16:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:16:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:16:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:17:00:00,3,0,11:PRTD 1,-166.56578,
21:17:00:00,3,0,12:PRTD 2,-197.4957,
21:17:00:00,3,0,13:Ambient Temperature,30.265839,
21:17:00:00,3,0,14:LN2 Level,0.0,
21:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:17:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:17:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:18:00:00,3,0,11:PRTD 1,-166.56578,
21:18:00:00,3,0,12:PRTD 2,-197.4957,
21:18:00:00,3,0,13:Ambient Temperature,30.061768,
21:18:00:00,3,0,14:LN2 Level,0.0,
21:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:18:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:18:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:19:00:00,3,0,11:PRTD 1,-166.54901,
21:19:00:00,3,0,12:PRTD 2,-197.50114,
21:19:00:00,3,0,13:Ambient Temperature,30.265839,
21:19:00:00,3,0,14:LN2 Level,0.0,
21:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
21:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
21:20:00:00,3,0,11:PRTD 1,-166.5602,
21:20:00:00,3,0,12:PRTD 2,-197.4957,
21:20:00:00,3,0,13:Ambient Temperature,30.265839,
21:20:00:00,3,0,14:LN2 Level,0.0,
21:20:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
21:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
21:21:00:00,3,0,11:PRTD 1,-166.53781,
21:21:00:00,3,0,12:PRTD 2,-197.48483,
21:21:00:00,3,0,13:Ambient Temperature,30.46994,
21:21:00:00,3,0,14:LN2 Level,0.0,
21:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
21:21:00:00,3,1,73:DC Detector Leakage Current,-111.11108,
21:21:00:00,3,1,16:Charge Loop DC Level,-0.84,
21:22:00:00,3,0,11:PRTD 1,-166.53223,
21:22:00:00,3,0,12:PRTD 2,-197.4957,
21:22:00:00,3,0,13:Ambient Temperature,30.46994,
21:22:00:00,3,0,14:LN2 Level,0.0,
21:22:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:22:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:22:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
21:23:00:00,3,0,11:PRTD 1,-166.54901,
21:23:00:00,3,0,12:PRTD 2,-197.4957,
21:23:00:00,3,0,13:Ambient Temperature,30.265839,
21:23:00:00,3,0,14:LN2 Level,0.0,
21:23:00:00,3,1,15:AC Detector Leakage Current,-246.0,
21:23:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
21:23:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
22:00:00:00,3,0,11:PRTD 1,-166.54341,
22:00:00:00,3,0,12:PRTD 2,-197.49026,
22:00:00:00,3,0,13:Ambient Temperature,30.265839,
22:00:00:00,3,0,14:LN2 Level,0.0,
22:00:00:00,3,1,15:AC Detector Leakage Current,-246.0,
22:00:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
22:00:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
22:01:00:00,3,0,11:PRTD 1,-166.56578,
22:01:00:00,3,0,12:PRTD 2,-197.50114,
22:01:00:00,3,0,13:Ambient Temperature,30.265839,
22:01:00:00,3,0,14:LN2 Level,0.0,
22:01:00:00,3,1,15:AC Detector Leakage Current,-246.0,
22:01:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
22:01:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
22:02:00:00,3,0,11:PRTD 1,-166.5602,
22:02:00:00,3,0,12:PRTD 2,-197.50114,
22:02:00:00,3,0,13:Ambient Temperature,30.061768,
22:02:00:00,3,0,14:LN2 Level,0.0,
22:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
22:02:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
22:02:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
22:03:00:00,3,0,11:PRTD 1,-166.56578,
22:03:00:00,3,0,12:PRTD 2,-197.50656,
22:03:00:00,3,0,13:Ambient Temperature,30.061768,
22:03:00:00,3,0,14:LN2 Level,0.0,
22:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
22:03:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
22:03:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
22:04:00:00,3,0,11:PRTD 1,-166.5602,
22:04:00:00,3,0,12:PRTD 2,-197.50114,
22:04:00:00,3,0,13:Ambient Temperature,30.265839,
22:04:00:00,3,0,14:LN2 Level,0.0,
22:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
22:04:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
22:04:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
22:05:00:00,3,0,11:PRTD 1,-166.56578,
22:05:00:00,3,0,12:PRTD 2,-197.50656,
22:05:00:00,3,0,13:Ambient Temperature,30.061768,
22:05:00:00,3,0,14:LN2 Level,0.0,
22:05:00:00,3,1,15:AC Detector Leakage Current,-246.0,
22:05:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
22:05:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
22:06:00:00,3,0,11:PRTD 1,-166.56578,
22:06:00:00,3,0,12:PRTD 2,-197.50656,
22:06:00:00,3,0,13:Ambient Temperature,30.061768,
