Time Stamp,Record Type,Channel,Parameter Code,Parameter Value,Unnamed: 5
90:07:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:08:00:00,3,0,11:PRTD 1,-167.03555,
90:08:00:00,3,0,12:PRTD 2,-197.49026,
90:08:00:00,3,0,13:Ambient Temperature,28.633179,
90:08:00:00,3,0,14:LN2 Level,0.0,
90:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:08:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:08:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:09:00:00,3,0,11:PRTD 1,-167.00758,
90:09:00:00,3,0,12:PRTD 2,-197.5283,
90:09:00:00,3,0,13:Ambient Temperature,28.633179,
90:09:00:00,3,0,14:LN2 Level,0.0,
90:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:09:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:09:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:10:00:00,3,0,11:PRTD 1,-166.9964,
90:10:00:00,3,0,12:PRTD 2,-197.50656,
90:10:00:00,3,0,13:Ambient Temperature,29.041351,
90:10:00:00,3,0,14:LN2 Level,0.0,
90:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:10:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:10:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:11:00:00,3,0,11:PRTD 1,-167.02435,
90:11:00:00,3,0,12:PRTD 2,-197.53374,
90:11:00:00,3,0,13:Ambient Temperature,28.429108,
90:11:00:00,3,0,14:LN2 Level,0.0,
90:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:12:00:00,3,0,11:PRTD 1,-167.00758,
90:12:00:00,3,0,12:PRTD 2,-197.53374,
90:12:00:00,3,0,13:Ambient Temperature,28.633179,
90:12:00:00,3,0,14:LN2 Level,0.0,
90:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:13:00:00,3,0,11:PRTD 1,-166.97403,
90:13:00:00,3,0,12:PRTD 2,-197.52287,
90:13:00:00,3,0,13:Ambient Temperature,29.041351,
90:13:00:00,3,0,14:LN2 Level,0.0,
90:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:14:00:00,3,0,11:PRTD 1,-167.00198,
90:14:00:00,3,0,12:PRTD 2,-197.4957,
90:14:00:00,3,0,13:Ambient Temperature,28.83728,
90:14:00:00,3,0,14:LN2 Level,0.0,
90:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:14:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:15:00:00,3,0,11:PRTD 1,-167.01877,
90:15:00:00,3,0,12:PRTD 2,-197.51744,
90:15:00:00,3,0,13:Ambient Temperature,28.633179,
90:15:00:00,3,0,14:LN2 Level,0.0,
90:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:15:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:15:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:16:00:00,3,0,11:PRTD 1,-166.98521,
90:16:00:00,3,0,12:PRTD 2,-197.52287,
90:16:00:00,3,0,13:Ambient Temperature,28.83728,
90:16:00:00,3,0,14:LN2 Level,0.0,
90:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:16:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:16:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:17:00:00,3,0,11:PRTD 1,-166.97403,
90:17:00:00,3,0,12:PRTD 2,-197.5283,
90:17:00:00,3,0,13:Ambient Temperature,29.041351,
90:17:00:00,3,0,14:LN2 Level,0.0,
90:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:17:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:17:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:18:00:00,3,0,11:PRTD 1,-166.96844,
90:18:00:00,3,0,12:PRTD 2,-197.53917,
90:18:00:00,3,0,13:Ambient Temperature,29.245453,
90:18:00:00,3,0,14:LN2 Level,0.0,
90:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:18:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:18:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:19:00:00,3,0,11:PRTD 1,-166.95726,
90:19:00:00,3,0,12:PRTD 2,-197.51744,
90:19:00:00,3,0,13:Ambient Temperature,29.245453,
90:19:00:00,3,0,14:LN2 Level,0.0,
90:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:20:00:00,3,0,11:PRTD 1,-166.97403,
90:20:00:00,3,0,12:PRTD 2,-197.51744,
90:20:00:00,3,0,13:Ambient Temperature,29.041351,
90:20:00:00,3,0,14:LN2 Level,0.0,
90:20:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:21:00:00,3,0,11:PRTD 1,-166.96286,
90:21:00:00,3,0,12:PRTD 2,-197.55003,
90:21:00:00,3,0,13:Ambient Temperature,29.041351,
90:21:00:00,3,0,14:LN2 Level,0.0,
90:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:21:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:21:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:22:00:00,3,0,11:PRTD 1,-166.94049,
90:22:00:00,3,0,12:PRTD 2,-197.5446,
90:22:00:00,3,0,13:Ambient Temperature,29.245453,
90:22:00:00,3,0,14:LN2 Level,0.0,
90:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
90:23:00:00,3,0,11:PRTD 1,-166.94049,
90:23:00:00,3,0,12:PRTD 2,-197.52287,
90:23:00:00,3,0,13:Ambient Temperature,29.449524,
90:23:00:00,3,0,14:LN2 Level,0.0,
90:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
90:23:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
90:23:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:00:00:00,3,0,11:PRTD 1,-166.94608,
91:00:00:00,3,0,12:PRTD 2,-197.50114,
91:00:00:00,3,0,13:Ambient Temperature,29.449524,
91:00:00:00,3,0,14:LN2 Level,0.0,
91:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:00:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:00:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:01:00:00,3,0,11:PRTD 1,-166.95726,
91:01:00:00,3,0,12:PRTD 2,-197.50114,
91:01:00:00,3,0,13:Ambient Temperature,29.041351,
91:01:00:00,3,0,14:LN2 Level,0.0,
91:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:01:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:01:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:02:00:00,3,0,11:PRTD 1,-166.96286,
91:02:00:00,3,0,12:PRTD 2,-197.50656,
91:02:00:00,3,0,13:Ambient Temperature,28.83728,
91:02:00:00,3,0,14:LN2 Level,0.0,
91:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:02:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:02:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:03:00:00,3,0,11:PRTD 1,-166.94608,
91:03:00:00,3,0,12:PRTD 2,-197.53374,
91:03:00:00,3,0,13:Ambient Temperature,29.041351,
91:03:00:00,3,0,14:LN2 Level,0.0,
91:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:03:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:03:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:04:00:00,3,0,11:PRTD 1,-166.9349,
91:04:00:00,3,0,12:PRTD 2,-197.52287,
91:04:00:00,3,0,13:Ambient Temperature,29.041351,
91:04:00:00,3,0,14:LN2 Level,0.0,
91:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:04:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:04:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:05:00:00,3,0,11:PRTD 1,-166.9293,
91:05:00:00,3,0,12:PRTD 2,-197.55003,
91:05:00:00,3,0,13:Ambient Temperature,29.245453,
91:05:00:00,3,0,14:LN2 Level,0.0,
91:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:06:00:00,3,0,11:PRTD 1,-166.9237,
91:06:00:00,3,0,12:PRTD 2,-197.5283,
91:06:00:00,3,0,13:Ambient Temperature,29.449524,
91:06:00:00,3,0,14:LN2 Level,0.0,
91:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:06:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:06:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:07:00:00,3,0,11:PRTD 1,-166.91812,
91:07:00:00,3,0,12:PRTD 2,-197.51201,
91:07:00:00,3,0,13:Ambient Temperature,29.653595,
91:07:00:00,3,0,14:LN2 Level,0.0,
91:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:07:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:07:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:08:00:00,3,0,11:PRTD 1,-166.94608,
91:08:00:00,3,0,12:PRTD 2,-197.51201,
91:08:00:00,3,0,13:Ambient Temperature,29.245453,
91:08:00:00,3,0,14:LN2 Level,0.0,
91:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:08:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
91:08:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
91:09:00:00,3,0,11:PRTD 1,-166.94049,
91:09:00:00,3,0,12:PRTD 2,-197.53374,
91:09:00:00,3,0,13:Ambient Temperature,28.83728,
91:09:00:00,3,0,14:LN2 Level,0.0,
91:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:09:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
91:09:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
91:10:00:00,3,0,11:PRTD 1,-166.9349,
91:10:00:00,3,0,12:PRTD 2,-197.53917,
91:10:00:00,3,0,13:Ambient Temperature,29.245453,
91:10:00:00,3,0,14:LN2 Level,0.0,
91:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:10:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:10:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:11:00:00,3,0,11:PRTD 1,-166.91812,
91:11:00:00,3,0,12:PRTD 2,-197.51744,
91:11:00:00,3,0,13:Ambient Temperature,29.653595,
91:11:00:00,3,0,14:LN2 Level,0.0,
91:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:12:00:00,3,0,11:PRTD 1,-166.94608,
91:12:00:00,3,0,12:PRTD 2,-197.51201,
91:12:00:00,3,0,13:Ambient Temperature,29.041351,
91:12:00:00,3,0,14:LN2 Level,0.0,
91:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:13:00:00,3,0,11:PRTD 1,-166.9349,
91:13:00:00,3,0,12:PRTD 2,-197.53917,
91:13:00:00,3,0,13:Ambient Temperature,29.041351,
91:13:00:00,3,0,14:LN2 Level,0.0,
91:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:14:00:00,3,0,11:PRTD 1,-166.9293,
91:14:00:00,3,0,12:PRTD 2,-197.53917,
91:14:00:00,3,0,13:Ambient Temperature,29.245453,
91:14:00:00,3,0,14:LN2 Level,0.0,
91:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:14:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
91:14:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
91:15:00:00,3,0,11:PRTD 1,-166.9293,
91:15:00:00,3,0,12:PRTD 2,-197.5283,
91:15:00:00,3,0,13:Ambient Temperature,29.245453,
91:15:00:00,3,0,14:LN2 Level,0.0,
91:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:15:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
91:15:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
91:16:00:00,3,0,11:PRTD 1,-166.91254,
91:16:00:00,3,0,12:PRTD 2,-197.5283,
91:16:00:00,3,0,13:Ambient Temperature,29.449524,
91:16:00:00,3,0,14:LN2 Level,0.0,
91:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:16:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:16:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:17:00:00,3,0,11:PRTD 1,-166.91254,
91:17:00:00,3,0,12:PRTD 2,-197.51201,
91:17:00:00,3,0,13:Ambient Temperature,29.449524,
91:17:00:00,3,0,14:LN2 Level,0.0,
91:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:17:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
91:17:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
91:18:00:00,3,0,11:PRTD 1,-166.9293,
91:18:00:00,3,0,12:PRTD 2,-197.50656,
91:18:00:00,3,0,13:Ambient Temperature,29.245453,
91:18:00:00,3,0,14:LN2 Level,0.0,
91:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:18:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
91:18:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
91:19:00:00,3,0,11:PRTD 1,-166.94608,
91:19:00:00,3,0,12:PRTD 2,-197.52287,
91:19:00:00,3,0,13:Ambient Temperature,28.83728,
91:19:00:00,3,0,14:LN2 Level,0.0,
91:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:20:00:00,3,0,11:PRTD 1,-166.9237,
91:20:00:00,3,0,12:PRTD 2,-197.53374,
91:20:00:00,3,0,13:Ambient Temperature,29.245453,
91:20:00:00,3,0,14:LN2 Level,0.0,
91:20:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:21:00:00,3,0,11:PRTD 1,-166.91254,
91:21:00:00,3,0,12:PRTD 2,-197.52287,
91:21:00:00,3,0,13:Ambient Temperature,29.449524,
91:21:00:00,3,0,14:LN2 Level,0.0,
91:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:21:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
91:21:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
91:22:00:00,3,0,11:PRTD 1,-166.96286,
91:22:00:00,3,0,12:PRTD 2,-197.51201,
91:22:00:00,3,0,13:Ambient Temperature,29.041351,
91:22:00:00,3,0,14:LN2 Level,0.0,
91:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
91:23:00:00,3,0,11:PRTD 1,-166.95168,
91:23:00:00,3,0,12:PRTD 2,-197.51744,
91:23:00:00,3,0,13:Ambient Temperature,28.83728,
91:23:00:00,3,0,14:LN2 Level,0.0,
91:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
91:23:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
91:23:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:00:00:00,3,0,11:PRTD 1,-166.9349,
92:00:00:00,3,0,12:PRTD 2,-197.5283,
92:00:00:00,3,0,13:Ambient Temperature,29.041351,
92:00:00:00,3,0,14:LN2 Level,0.0,
92:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:00:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:00:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:01:00:00,3,0,11:PRTD 1,-166.9237,
92:01:00:00,3,0,12:PRTD 2,-197.51744,
92:01:00:00,3,0,13:Ambient Temperature,29.449524,
92:01:00:00,3,0,14:LN2 Level,0.0,
92:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:01:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:01:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:02:00:00,3,0,11:PRTD 1,-166.94049,
92:02:00:00,3,0,12:PRTD 2,-197.49026,
92:02:00:00,3,0,13:Ambient Temperature,29.041351,
92:02:00:00,3,0,14:LN2 Level,0.0,
92:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:02:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:02:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:03:00:00,3,0,11:PRTD 1,-166.94608,
92:03:00:00,3,0,12:PRTD 2,-197.5283,
92:03:00:00,3,0,13:Ambient Temperature,28.83728,
92:03:00:00,3,0,14:LN2 Level,0.0,
92:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:03:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
92:03:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
92:04:00:00,3,0,11:PRTD 1,-166.91812,
92:04:00:00,3,0,12:PRTD 2,-197.53374,
92:04:00:00,3,0,13:Ambient Temperature,29.245453,
92:04:00:00,3,0,14:LN2 Level,0.0,
92:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:04:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:04:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:05:00:00,3,0,11:PRTD 1,-166.91812,
92:05:00:00,3,0,12:PRTD 2,-197.4957,
92:05:00:00,3,0,13:Ambient Temperature,29.245453,
92:05:00:00,3,0,14:LN2 Level,0.0,
92:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:06:00:00,3,0,11:PRTD 1,-166.95726,
92:06:00:00,3,0,12:PRTD 2,-197.50114,
92:06:00:00,3,0,13:Ambient Temperature,28.83728,
92:06:00:00,3,0,14:LN2 Level,0.0,
92:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:06:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:06:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:07:00:00,3,0,11:PRTD 1,-166.94049,
92:07:00:00,3,0,12:PRTD 2,-197.52287,
92:07:00:00,3,0,13:Ambient Temperature,28.83728,
92:07:00:00,3,0,14:LN2 Level,0.0,
92:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:07:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:07:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:08:00:00,3,0,11:PRTD 1,-166.9293,
92:08:00:00,3,0,12:PRTD 2,-197.51744,
92:08:00:00,3,0,13:Ambient Temperature,29.041351,
92:08:00:00,3,0,14:LN2 Level,0.0,
92:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:08:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:08:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:09:00:00,3,0,11:PRTD 1,-166.9237,
92:09:00:00,3,0,12:PRTD 2,-197.50114,
92:09:00:00,3,0,13:Ambient Temperature,29.449524,
92:09:00:00,3,0,14:LN2 Level,0.0,
92:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:09:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:09:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:10:00:00,3,0,11:PRTD 1,-166.95726,
92:10:00:00,3,0,12:PRTD 2,-197.51201,
92:10:00:00,3,0,13:Ambient Temperature,28.633179,
92:10:00:00,3,0,14:LN2 Level,0.0,
92:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:10:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:10:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:11:00:00,3,0,11:PRTD 1,-166.94049,
92:11:00:00,3,0,12:PRTD 2,-197.52287,
92:11:00:00,3,0,13:Ambient Temperature,29.041351,
92:11:00:00,3,0,14:LN2 Level,0.0,
92:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:12:00:00,3,0,11:PRTD 1,-166.9293,
92:12:00:00,3,0,12:PRTD 2,-197.52287,
92:12:00:00,3,0,13:Ambient Temperature,29.245453,
92:12:00:00,3,0,14:LN2 Level,0.0,
92:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:12:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
92:12:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
92:13:00:00,3,0,11:PRTD 1,-166.9293,
92:13:00:00,3,0,12:PRTD 2,-197.50656,
92:13:00:00,3,0,13:Ambient Temperature,29.449524,
92:13:00:00,3,0,14:LN2 Level,0.0,
92:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:14:00:00,3,0,11:PRTD 1,-166.95168,
92:14:00:00,3,0,12:PRTD 2,-197.4957,
92:14:00:00,3,0,13:Ambient Temperature,28.83728,
92:14:00:00,3,0,14:LN2 Level,0.0,
92:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:14:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:15:00:00,3,0,11:PRTD 1,-166.95168,
92:15:00:00,3,0,12:PRTD 2,-197.5283,
92:15:00:00,3,0,13:Ambient Temperature,28.83728,
92:15:00:00,3,0,14:LN2 Level,0.0,
92:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:15:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
92:15:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
92:16:00:00,3,0,11:PRTD 1,-166.9349,
92:16:00:00,3,0,12:PRTD 2,-197.5283,
92:16:00:00,3,0,13:Ambient Temperature,29.245453,
92:16:00:00,3,0,14:LN2 Level,0.0,
92:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:16:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:16:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:17:00:00,3,0,11:PRTD 1,-166.96286,
92:17:00:00,3,0,12:PRTD 2,-197.49026,
92:17:00:00,3,0,13:Ambient Temperature,29.041351,
92:17:00:00,3,0,14:LN2 Level,0.0,
92:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:17:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:17:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:18:00:00,3,0,11:PRTD 1,-166.97403,
92:18:00:00,3,0,12:PRTD 2,-197.51201,
92:18:00:00,3,0,13:Ambient Temperature,28.633179,
92:18:00:00,3,0,14:LN2 Level,0.0,
92:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:18:00:00,3,1,73:DC Detector Leakage Current,-49.382668,
92:18:00:00,3,1,16:Charge Loop DC Level,-0.73999995,
92:19:00:00,3,0,11:PRTD 1,-166.95168,
92:19:00:00,3,0,12:PRTD 2,-197.5283,
92:19:00:00,3,0,13:Ambient Temperature,29.041351,
92:19:00:00,3,0,14:LN2 Level,0.0,
92:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:20:00:00,3,0,11:PRTD 1,-166.96844,
92:20:00:00,3,0,12:PRTD 2,-197.48483,
92:20:00:00,3,0,13:Ambient Temperature,29.041351,
92:20:00:00,3,0,14:LN2 Level,0.0,
92:20:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:21:00:00,3,0,11:PRTD 1,-166.97403,
92:21:00:00,3,0,12:PRTD 2,-197.53374,
92:21:00:00,3,0,13:Ambient Temperature,28.633179,
92:21:00:00,3,0,14:LN2 Level,0.0,
92:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:21:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:21:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:22:00:00,3,0,11:PRTD 1,-166.94608,
92:22:00:00,3,0,12:PRTD 2,-197.5283,
92:22:00:00,3,0,13:Ambient Temperature,29.041351,
92:22:00:00,3,0,14:LN2 Level,0.0,
92:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
92:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
92:23:00:00,3,0,11:PRTD 1,-166.95726,
92:23:00:00,3,0,12:PRTD 2,-197.50114,
92:23:00:00,3,0,13:Ambient Temperature,29.041351,
92:23:00:00,3,0,14:LN2 Level,0.0,
92:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
92:23:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
92:23:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
93:00:00:00,3,0,11:PRTD 1,-166.97963,
93:00:00:00,3,0,12:PRTD 2,-197.51744,
93:00:00:00,3,0,13:Ambient Temperature,28.633179,
93:00:00:00,3,0,14:LN2 Level,0.0,
93:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
93:00:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
93:00:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
93:01:00:00,3,0,11:PRTD 1,-166.95168,
93:01:00:00,3,0,12:PRTD 2,-197.53374,
93:01:00:00,3,0,13:Ambient Temperature,29.041351,
93:01:00:00,3,0,14:LN2 Level,0.0,
93:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
93:01:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
93:01:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
93:02:00:00,3,0,11:PRTD 1,-166.9349,
