Date	Time	Cooler power (W)	Coldtip T (°C)	Coldtip preset T (°C)	Coldhead warm end T (°C)	Compressor T (°C)	Controller T (°C)	Fault status	13725(X)
8/30/2023	02:51:17	0	-45.19	-185	25.2	24.4	29.6	No	errors
8/30/2023	03:01:23	0	-42.72	-185	25.1	24.4	29.6	No	errors
8/30/2023	03:11:29	0	-40.31	-185	25.1	24.3	29.6	No	errors
8/30/2023	03:21:36	0	-37.94	-185	25.1	24.3	29.6	No	errors
8/30/2023	03:31:42	0	-35.58	-185	25.1	24.3	29.6	No	errors
8/30/2023	03:41:49	0	-33.21	-185	25.1	24.3	29.6	No	errors
8/30/2023	03:51:55	0	-30.66	-185	25.1	24.2	29.5	No	errors
8/30/2023	04:02:01	0	-27.91	-185	25	24.2	29.5	No	errors
8/30/2023	04:12:08	0	-24.87	-185	25	24.2	29.5	No	errors
8/30/2023	04:22:14	0	-21.57	-185	25	24.2	29.5	No	errors
8/30/2023	04:32:20	0	-18.21	-185	25	24.1	29.5	No	errors
8/30/2023	04:42:26	0	-14.93	-185	24.9	24.1	29.5	No	errors
8/30/2023	04:52:33	0	-11.71	-185	24.9	24.1	29.4	No	errors
8/30/2023	05:02:39	0	-8.62	-185	24.9	24.1	29.4	No	errors
8/30/2023	05:12:45	0	-5.67	-185	24.9	24.1	29.4	No	errors
8/30/2023	05:22:52	0	-2.85	-185	24.9	24.1	29.4	No	errors
8/30/2023	05:32:58	0	-0.21	-185	24.9	24.1	29.4	No	errors
8/30/2023	05:43:04	0	2.26	-185	24.9	24	29.4	No	errors
8/30/2023	05:53:11	0	4.6	-185	24.9	24	29.3	No	errors
8/30/2023	06:03:17	0	6.77	-185	24.9	24	29.3	No	errors
8/30/2023	06:13:23	0	8.78	-185	24.9	24	29.3	No	errors
8/30/2023	06:23:30	0	10.66	-185	24.9	24	29.3	No	errors
8/30/2023	06:33:36	0	12.43	-185	24.9	24	29.3	No	errors
8/30/2023	06:43:42	0	14.03	-185	24.9	24	29.3	No	errors
8/30/2023	06:53:48	0	15.51	-185	24.9	24	29.3	No	errors
8/30/2023	07:03:55	0	16.9	-185	24.9	24	29.3	No	errors
8/30/2023	07:14:01	0	18.16	-185	24.8	24	29.2	No	errors
8/30/2023	07:24:07	0	19.35	-185	24.9	24	29.2	No	errors
8/30/2023	07:34:13	0	20.4	-185	24.8	24	29.2	No	errors
8/30/2023	07:44:20	0	21.38	-185	24.8	24	29.2	No	errors
8/30/2023	07:54:26	0	22.28	-185	24.8	24	29.2	No	errors
8/30/2023	08:04:32	0	23.09	-185	24.8	24	29.2	No	errors
8/30/2023	08:14:39	0	23.8	-185	24.8	23.9	29.2	No	errors
8/30/2023	08:24:45	0	24.48	-185	24.8	23.9	29.2	No	errors
8/30/2023	08:34:51	0	25.13	-185	24.8	23.9	29.1	No	errors
8/30/2023	08:44:57	0	25.68	-185	24.8	23.9	29.2	No	errors
8/30/2023	08:55:04	0	26.2	-185	24.8	23.9	29.1	No	errors
8/30/2023	09:05:10	0	26.68	-185	24.8	23.9	29.2	No	errors
8/30/2023	09:15:16	0	27.15	-185	24.8	23.9	29.1	No	errors
8/30/2023	09:25:23	0	27.53	-185	24.8	23.9	29.1	No	errors
8/30/2023	09:35:29	0	27.9	-185	24.8	23.9	29.1	No	errors
8/30/2023	09:45:35	0	28.21	-185	24.8	23.9	29.1	No	errors
8/30/2023	09:55:41	0	28.51	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:05:48	0	28.81	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:15:54	0	29.04	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:26:00	0	29.29	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:36:07	0	29.5	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:46:13	0	29.65	-185	24.8	23.9	29.1	No	errors
8/30/2023	10:56:20	0	29.84	-185	24.8	23.9	29.1	No	errors
8/30/2023	11:06:26	0	29.98	-185	24.7	23.9	29	No	errors
8/30/2023	11:16:32	0	30.18	-185	24.8	23.9	29	No	errors
8/30/2023	11:26:39	0	30.26	-185	24.7	23.9	29	No	errors
8/30/2023	11:36:45	0	30.36	-185	24.7	23.8	29	No	errors
8/30/2023	11:46:51	0	30.47	-185	24.7	23.8	29	No	errors
8/30/2023	11:56:57	0	30.58	-185	24.7	23.9	29	No	errors
8/30/2023	12:07:03	0	30.66	-185	24.7	23.8	29	No	errors
8/30/2023	12:17:10	0	30.77	-185	24.8	23.9	29.1	No	errors
8/30/2023	12:27:16	0	30.84	-185	25	24	29.1	No	errors
8/30/2023	12:37:22	0	30.92	-185	25.2	24.2	29.2	No	errors
8/30/2023	12:47:28	0	31.03	-185	25.3	24.3	29.2	No	errors
8/30/2023	12:57:35	0	31.11	-185	25.3	24.4	29.3	No	errors
8/30/2023	13:07:41	0	31.19	-185	25.4	24.4	29.4	No	errors
8/30/2023	15:26:44	0	31.45	-185	25.6	24.4	26.1	No	errors
8/30/2023	15:36:50	0	31.67	-185	25.4	24.4	28.2	No	errors
8/30/2023	15:46:56	0	31.74	-185	25.5	24.5	28.8	No	errors
8/30/2023	15:57:02	0	31.82	-185	25.7	24.7	29.3	No	errors
8/30/2023	16:07:09	0	31.89	-185	25.8	24.8	29.6	No	errors
8/30/2023	16:17:16	0	31.95	-185	25.4	24.6	29.6	No	errors
8/30/2023	16:27:22	0	31.94	-185	25.2	24.4	29.5	No	errors
8/30/2023	16:37:28	0	32	-185	25.1	24.3	29.4	No	errors
8/30/2023	16:47:35	0	32.02	-185	25.1	24.2	29.4	No	errors
8/30/2023	16:57:41	0	32	-185	25	24.2	29.4	No	errors
8/30/2023	17:07:47	0	31.97	-185	25	24.1	29.4	No	errors
8/30/2023	17:17:54	0	32.02	-185	25	24.1	29.3	No	errors
8/30/2023	17:28:00	146.05	-6.45	-185	36.8	30.9	32.1	No	errors
8/30/2023	17:38:06	149.03	-37.79	-185	42.8	37.4	34	No	errors
8/30/2023	17:48:12	151.6	-63.47	-185	45.1	41.5	35	No	errors
8/30/2023	17:58:18	154.11	-85.52	-185	46.1	44.1	35.6	No	errors
8/30/2023	18:08:25	156.53	-104.68	-185	44.8	44.9	35.9	No	errors
8/30/2023	18:18:31	159.24	-121.56	-185	43.9	45.2	36.2	No	errors
8/30/2023	18:28:37	162.24	-136.36	-185	43.6	45.6	36.4	No	errors
8/30/2023	18:38:44	165.25	-149.2	-185	43.4	46.1	36.5	No	errors
8/30/2023	18:48:50	168.37	-160.26	-185	43.3	46.7	36.7	No	errors
8/30/2023	18:58:56	171.34	-169.72	-185	43.2	47.3	36.9	No	errors
8/30/2023	19:09:02	173.93	-177.69	-185	43.2	47.8	36	No	errors
8/30/2023	19:19:09	176.35	-184.25	-185	43.1	48.4	35.4	No	errors
8/30/2023	19:29:15	76.82	-186.23	-185	40	45.2	34.4	No	errors
8/30/2023	19:39:21	61.17	-185.07	-185	35.1	39.3	34.2	No	errors
8/30/2023	19:49:28	63.82	-185	-185	33.4	35.9	34.1	No	errors
8/30/2023	19:59:34	60.53	-185.06	-185	33.3	34.4	34.2	No	errors
8/30/2023	20:09:40	59.42	-185.01	-185	33.1	33.6	34.1	No	errors
8/30/2023	20:19:47	58.95	-185.01	-185	32.8	33	33.9	No	errors
8/30/2023	20:29:53	58.3	-185.01	-185	32.6	32.7	33.8	No	errors
8/30/2023	20:40:00	58.09	-185.01	-185	32.5	32.4	33.7	No	errors
8/30/2023	20:50:06	57.71	-185.01	-185	32.4	32.2	33.7	No	errors
8/30/2023	21:00:12	57.67	-185	-185	32.5	32.2	33.8	No	errors
8/30/2023	21:10:18	57.8	-185.01	-185	32.6	32.3	33.8	No	errors
8/30/2023	21:20:25	57.66	-185.01	-185	32.6	32.3	33.7	No	errors
8/30/2023	21:30:31	57.92	-185	-185	32.6	32.3	33.7	No	errors
8/30/2023	21:40:37	57.86	-185	-185	32.6	32.3	33.7	No	errors
8/30/2023	21:50:44	57.74	-185	-185	32.6	32.3	33.8	No	errors
8/30/2023	22:00:50	57.82	-185	-185	32.7	32.4	33.8	No	errors
8/30/2023	22:10:56	57.62	-185.01	-185	32.7	32.4	33.8	No	errors
8/30/2023	22:21:02	57.78	-185	-185	32.7	32.4	33.8	No	errors
8/30/2023	22:31:09	57.66	-185.01	-185	32.7	32.4	33.8	No	errors
8/30/2023	22:41:15	57.82	-185	-185	32.7	32.4	33.8	No	errors
8/30/2023	22:51:21	57.63	-185.01	-185	32.7	32.4	33.8	No	errors
8/30/2023	23:01:28	57.76	-185	-185	32.7	32.4	33.8	No	errors
8/30/2023	23:11:34	57.9	-185	-185	32.7	32.4	33.6	No	errors
8/30/2023	23:21:40	57.92	-184.99	-185	32.9	32.6	33.4	No	errors
8/30/2023	23:31:47	57.94	-185	-185	33	32.6	33.5	No	errors
8/30/2023	23:41:53	57.97	-185	-185	33	32.7	33.6	No	errors
8/30/2023	23:51:59	58.07	-184.99	-185	33.1	32.8	33.6	No	errors
8/31/2023	00:02:05	58.01	-185	-185	33.1	32.8	33.6	No	errors
8/31/2023	00:12:12	58.18	-185	-185	33.1	32.8	33.7	No	errors
8/31/2023	00:22:18	58.11	-185	-185	33.2	32.9	33.7	No	errors
8/31/2023	00:32:24	58.06	-185	-185	33.2	32.9	33.7	No	errors
8/31/2023	00:42:31	58.21	-185	-185	33.3	33	33.9	No	errors
8/31/2023	00:52:37	58.3	-185	-185	33.3	33	34.3	No	errors
8/31/2023	01:02:43	58.14	-185	-185	33.3	33	34.4	No	errors
8/31/2023	01:12:49	58.25	-185	-185	33.3	33	34.5	No	errors
8/31/2023	01:22:56	58.33	-185	-185	33.3	33	34.5	No	errors
8/31/2023	01:33:02	58.42	-185	-185	33.3	33.1	34.5	No	errors
8/31/2023	01:43:09	58.17	-185.01	-185	33.3	33.1	34.5	No	errors
8/31/2023	01:53:15	58.48	-184.99	-185	33.4	33.1	34.5	No	errors
8/31/2023	02:03:21	58.26	-185.01	-185	33.4	33.1	34.5	No	errors
8/31/2023	02:13:27	58.36	-185	-185	33.4	33.1	34.5	No	errors
8/31/2023	02:23:34	58.58	-184.99	-185	33.4	33.2	34.5	No	errors
8/31/2023	02:33:40	58.37	-185.01	-185	33.4	33.2	34.5	No	errors
8/31/2023	02:43:47	58.44	-185	-185	33.4	33.2	34.5	No	errors
8/31/2023	02:53:53	58.5	-185	-185	33.5	33.2	34.5	No	errors
8/31/2023	03:03:59	58.22	-185.01	-185	33.5	33.2	34.6	No	errors
8/31/2023	03:14:05	58.41	-185.01	-185	33.5	33.2	34.6	No	errors
8/31/2023	03:24:12	58.53	-185	-185	33.5	33.2	34.6	No	errors
8/31/2023	03:34:18	58.52	-185	-185	33.6	33.3	34.6	No	errors
8/31/2023	03:44:24	58.53	-185	-185	33.6	33.3	34.6	No	errors
8/31/2023	03:54:31	58.26	-185.01	-185	33.5	33.3	34.6	No	errors
8/31/2023	04:04:37	58.73	-185	-185	33.6	33.3	34.6	No	errors
8/31/2023	04:14:44	58.59	-185	-185	33.6	33.3	34.6	No	errors
8/31/2023	04:24:50	58.75	-185	-185	33.6	33.4	34.7	No	errors
8/31/2023	04:34:56	58.54	-185.01	-185	33.6	33.4	34.7	No	errors
8/31/2023	04:45:03	58.8	-185	-185	33.7	33.4	34.7	No	errors
8/31/2023	04:55:09	58.65	-185	-185	33.7	33.4	34.7	No	errors
8/31/2023	05:05:15	58.44	-185.02	-185	33.7	33.4	34.8	No	errors
8/31/2023	05:15:22	58.64	-185.01	-185	33.7	33.5	34.8	No	errors
8/31/2023	05:25:28	58.68	-185.01	-185	33.7	33.5	34.8	No	errors
8/31/2023	05:35:34	58.52	-185.02	-185	33.7	33.5	34.8	No	errors
8/31/2023	05:45:40	58.58	-185.01	-185	33.8	33.5	34.8	No	errors
8/31/2023	05:55:46	58.76	-185	-185	33.8	33.5	34.8	No	errors
8/31/2023	06:05:53	58.87	-185	-185	33.8	33.6	34.8	No	errors
8/31/2023	06:15:59	58.63	-185.01	-185	33.8	33.6	34.9	No	errors
8/31/2023	06:26:05	58.75	-185.01	-185	33.8	33.6	34.9	No	errors
8/31/2023	06:36:12	58.84	-185	-185	33.9	33.6	34.9	No	errors
8/31/2023	06:46:18	58.68	-185.01	-185	33.8	33.6	34.9	No	errors
8/31/2023	06:56:24	58.93	-185	-185	33.9	33.6	34.9	No	errors
8/31/2023	07:06:31	58.97	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	07:16:37	58.85	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	07:26:43	58.95	-185.01	-185	33.9	33.7	35	No	errors
8/31/2023	07:36:50	58.99	-185	-185	34	33.7	35	No	errors
8/31/2023	07:46:56	59.03	-185	-185	34	33.7	35	No	errors
8/31/2023	07:57:02	58.99	-185.01	-185	34	33.8	35	No	errors
8/31/2023	08:07:08	58.94	-185	-185	34	33.8	35	No	errors
8/31/2023	08:17:15	59.17	-185	-185	34	33.8	35	No	errors
8/31/2023	08:27:21	59.03	-185	-185	34	33.8	35	No	errors
8/31/2023	08:37:27	58.97	-185	-185	34	33.8	34.9	No	errors
8/31/2023	08:47:33	59.17	-184.99	-185	34	33.8	35	No	errors
8/31/2023	08:57:40	58.96	-185	-185	34	33.7	34.9	No	errors
8/31/2023	09:07:46	58.91	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	09:17:52	58.91	-185.01	-185	33.9	33.7	34.9	No	errors
8/31/2023	09:27:58	58.93	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	09:38:04	59.05	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	09:48:11	58.89	-185.01	-185	33.9	33.7	34.9	No	errors
8/31/2023	09:58:17	59.05	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	10:08:23	58.97	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	10:18:29	58.89	-185.01	-185	33.9	33.7	35	No	errors
8/31/2023	10:28:35	58.98	-185	-185	33.9	33.7	34.9	No	errors
8/31/2023	10:38:42	58.98	-185	-185	34	33.7	34.9	No	errors
8/31/2023	10:48:48	59.2	-184.99	-185	34.2	33.9	35.1	No	errors
8/31/2023	10:58:54	59.29	-185	-185	34.3	34	35.2	No	errors
8/31/2023	11:09:01	59.38	-185	-185	34.4	34.1	35.3	No	errors
8/31/2023	11:19:07	59.51	-184.99	-185	34.5	34.2	35.3	No	errors
8/31/2023	11:29:13	59.36	-185.01	-185	34.5	34.3	35.4	No	errors
8/31/2023	11:39:19	59.41	-185.01	-185	34.5	34.2	35.4	No	errors
8/31/2023	11:49:25	59.28	-185.01	-185	34.4	34.2	35.3	No	errors
8/31/2023	11:59:31	59.37	-185	-185	34.4	34.2	35.3	No	errors
8/31/2023	12:09:38	59.74	-184.99	-185	34.5	34.3	35.3	No	errors
8/31/2023	12:19:44	59.65	-185	-185	34.6	34.3	35.4	No	errors
8/31/2023	12:29:51	59.65	-185	-185	34.5	34.3	35.4	No	errors
8/31/2023	12:39:57	59.5	-185.01	-185	34.4	34.3	35.3	No	errors
8/31/2023	12:50:03	59.25	-185.01	-185	34.3	34.2	35.3	No	errors
8/31/2023	13:00:09	59.4	-185	-185	34.3	34.1	35.2	No	errors
8/31/2023	13:10:16	59.36	-185.01	-185	34.2	34.1	35.2	No	errors
8/31/2023	13:20:22	59.18	-185.01	-185	34.1	34	35.1	No	errors
8/31/2023	13:30:28	59.22	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	13:40:35	59.28	-185	-185	34.1	33.9	35	No	errors
8/31/2023	13:50:41	59.32	-184.99	-185	34.1	33.9	35	No	errors
8/31/2023	14:00:47	59.05	-185.01	-185	34	33.8	35	No	errors
8/31/2023	14:10:54	59.21	-185	-185	34	33.9	35	No	errors
8/31/2023	14:21:00	59.13	-185.01	-185	34.1	33.9	35.1	No	errors
8/31/2023	14:31:06	59.06	-185.01	-185	34	33.9	35.1	No	errors
8/31/2023	14:41:13	59.14	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	14:51:19	59.18	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	15:01:25	59.45	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	15:11:32	59.28	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	15:21:38	59.13	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	15:31:44	59.16	-185.01	-185	34	33.8	35.1	No	errors
8/31/2023	15:41:51	59.14	-185	-185	34	33.8	35.1	No	errors
8/31/2023	15:51:57	59.2	-184.99	-185	34	33.8	35	No	errors
8/31/2023	16:02:03	59.12	-185	-185	34	33.8	35	No	errors
8/31/2023	16:12:10	59.14	-185	-185	34	33.8	35	No	errors
8/31/2023	16:22:16	59.26	-185	-185	34.1	33.8	35	No	errors
8/31/2023	16:32:22	59.23	-185	-185	34.1	33.8	35.1	No	errors
8/31/2023	16:42:28	59.24	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	16:52:35	59.12	-185	-185	34	33.8	35.1	No	errors
8/31/2023	17:02:41	59.2	-185	-185	34	33.8	35	No	errors
8/31/2023	17:12:47	59.24	-184.99	-185	34	33.8	35	No	errors
8/31/2023	17:22:53	59.2	-185	-185	34	33.8	35	No	errors
8/31/2023	17:32:59	59.04	-185.01	-185	34	33.8	35.1	No	errors
8/31/2023	17:43:05	59.18	-185	-185	34.1	33.8	35.1	No	errors
8/31/2023	17:53:12	59.23	-185	-185	34.1	33.8	35.1	No	errors
8/31/2023	18:03:18	59.31	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	18:13:24	59.34	-184.99	-185	34.1	33.9	35.1	No	errors
8/31/2023	18:23:31	59.19	-185	-185	34.1	33.9	35.1	No	errors
8/31/2023	18:33:37	59.11	-185.01	-185	34.1	33.9	35.2	No	errors
8/31/2023	18:43:43	59.16	-185	-185	34.1	33.9	35.2	No	errors
8/31/2023	18:53:49	59.38	-185	-185	34.2	33.9	35.2	No	errors
8/31/2023	19:03:55	59.25	-185.01	-185	34.2	34	35.2	No	errors
8/31/2023	19:14:01	59.35	-185.01	-185	34.3	34	35.3	No	errors
8/31/2023	19:24:07	59.3	-185.01	-185	34.3	34.1	35.3	No	errors
8/31/2023	19:34:14	59.54	-185	-185	34.3	34.1	35.4	No	errors
8/31/2023	19:44:20	59.27	-185	-185	34	33.9	35.3	No	errors
8/31/2023	19:54:26	58.92	-185.01	-185	33.8	33.7	35.1	No	errors
8/31/2023	20:04:33	58.72	-185	-185	33.7	33.5	35	No	errors
8/31/2023	20:14:39	58.7	-185.01	-185	33.6	33.4	34.9	No	errors
8/31/2023	20:24:46	58.49	-185.01	-185	33.4	33.2	34.8	No	errors
8/31/2023	20:34:52	58.64	-184.99	-185	33.4	33.2	34.7	No	errors
8/31/2023	20:44:58	58.41	-185	-185	33.3	33.1	34.6	No	errors
8/31/2023	20:55:05	58.27	-185.01	-185	33.2	33	34.5	No	errors
8/31/2023	21:05:11	58.26	-185	-185	33.2	32.9	34.5	No	errors
8/31/2023	21:15:18	58.27	-185	-185	33.2	32.9	34.5	No	errors
8/31/2023	21:25:24	58.08	-185	-185	33.1	32.8	34.4	No	errors
8/31/2023	21:35:30	58.02	-185.01	-185	33.1	32.8	34.4	No	errors
8/31/2023	21:45:36	57.93	-185.01	-185	33	32.7	34.4	No	errors
8/31/2023	21:55:43	58.04	-185	-185	33	32.7	34.3	No	errors
8/31/2023	22:05:49	57.82	-185.01	-185	33	32.7	34.3	No	errors
8/31/2023	22:15:55	57.75	-185.01	-185	32.9	32.6	34.3	No	errors
8/31/2023	22:26:02	57.73	-185.01	-185	32.9	32.6	34.2	No	errors
8/31/2023	22:36:08	57.83	-185	-185	32.8	32.5	34.2	No	errors
8/31/2023	22:46:15	57.81	-185.01	-185	32.8	32.5	34.1	No	errors
8/31/2023	22:56:21	57.69	-185	-185	32.8	32.5	34.1	No	errors
8/31/2023	23:06:28	57.68	-185	-185	32.7	32.4	34.1	No	errors
8/31/2023	23:16:34	57.73	-185	-185	32.7	32.4	34.1	No	errors
8/31/2023	23:26:40	57.59	-185	-185	32.7	32.4	34	No	errors
8/31/2023	23:36:46	57.59	-185	-185	32.7	32.3	34	No	errors
8/31/2023	23:46:52	57.48	-185.01	-185	32.6	32.3	34	No	errors
8/31/2023	23:56:59	57.49	-185.01	-185	32.6	32.3	34	No	errors
9/1/2023	00:07:05	57.44	-185	-185	32.6	32.3	34	No	errors
9/1/2023	00:17:11	57.54	-185	-185	32.6	32.2	34	No	errors
9/1/2023	00:27:18	57.6	-185	-185	32.6	32.2	33.9	No	errors
9/1/2023	00:37:24	57.46	-185	-185	32.5	32.2	33.9	No	errors
9/1/2023	00:47:30	57.36	-185	-185	32.5	32.2	33.9	No	errors
9/1/2023	00:57:37	57.24	-185.01	-185	32.5	32.1	33.9	No	errors
9/1/2023	01:07:43	57.53	-185	-185	32.5	32.1	33.9	No	errors
9/1/2023	01:17:49	57.36	-185	-185	32.4	32.1	33.8	No	errors
9/1/2023	01:27:56	57.42	-185	-185	32.4	32.1	33.8	No	errors
9/1/2023	01:38:02	57.41	-185	-185	32.4	32.1	33.8	No	errors
9/1/2023	01:48:08	57.32	-185	-185	32.4	32.1	33.8	No	errors
9/1/2023	01:58:14	57.25	-185	-185	32.4	32.1	33.8	No	errors
9/1/2023	02:08:21	57.2	-185.01	-185	32.4	32.1	33.9	No	errors
9/1/2023	02:18:27	57.27	-185.01	-185	32.4	32.1	33.9	No	errors
9/1/2023	02:28:33	57.26	-185.01	-185	32.4	32.1	33.9	No	errors
9/1/2023	02:38:40	57.17	-185.01	-185	32.5	32.1	33.9	No	errors
9/1/2023	02:48:46	57.36	-185	-185	32.5	32.1	33.9	No	errors
9/1/2023	02:58:52	57.54	-184.99	-185	32.5	32.1	33.9	No	errors
9/1/2023	03:08:59	57.37	-185	-185	32.5	32.1	33.9	No	errors
9/1/2023	03:19:05	57.27	-185	-185	32.5	32.1	33.9	No	errors
9/1/2023	03:29:12	57.23	-185.01	-185	32.5	32.1	34	No	errors
9/1/2023	03:39:18	57.42	-185	-185	32.5	32.1	34	No	errors
9/1/2023	03:49:24	57.27	-185.01	-185	32.5	32.1	34	No	errors
9/1/2023	03:59:30	57.6	-185	-185	32.5	32.2	34	No	errors
9/1/2023	04:09:37	57.25	-185.01	-185	32.5	32.2	34	No	errors
9/1/2023	04:19:43	57.46	-184.99	-185	32.5	32.2	34	No	errors
9/1/2023	04:29:49	57.51	-185	-185	32.6	32.2	34	No	errors
9/1/2023	04:39:56	57.51	-185	-185	32.6	32.2	34	No	errors
9/1/2023	04:50:02	57.29	-185.01	-185	32.5	32.2	34	No	errors
9/1/2023	05:00:08	57.49	-185	-185	32.6	32.2	34	No	errors
9/1/2023	05:10:14	57.61	-185	-185	32.6	32.3	34.1	No	errors
9/1/2023	05:20:20	57.47	-185	-185	32.6	32.2	34.1	No	errors
9/1/2023	05:30:27	57.57	-185	-185	32.6	32.3	34.1	No	errors
9/1/2023	05:40:33	57.41	-185.01	-185	32.6	32.3	34.1	No	errors
9/1/2023	05:50:39	57.55	-185	-185	32.6	32.3	34.1	No	errors
9/1/2023	06:00:45	57.7	-185	-185	32.7	32.3	34.1	No	errors
9/1/2023	06:10:52	57.48	-185.01	-185	32.7	32.3	34.1	No	errors
9/1/2023	06:20:58	57.7	-184.99	-185	32.7	32.3	34.1	No	errors
9/1/2023	06:31:04	57.48	-185.01	-185	32.7	32.3	34.1	No	errors
9/1/2023	06:41:10	57.65	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	06:51:17	57.53	-185.01	-185	32.7	32.4	34.1	No	errors
9/1/2023	07:01:23	57.52	-185	-185	32.7	32.4	34.2	No	errors
9/1/2023	07:11:29	57.8	-185	-185	32.7	32.4	34.2	No	errors
9/1/2023	07:21:36	57.55	-185	-185	32.7	32.4	34.2	No	errors
9/1/2023	07:31:42	57.62	-185.01	-185	32.7	32.4	34.2	No	errors
9/1/2023	07:41:48	57.55	-185.01	-185	32.8	32.4	34.2	No	errors
9/1/2023	07:51:54	57.76	-185	-185	32.8	32.5	34.2	No	errors
9/1/2023	08:02:01	57.7	-185	-185	32.8	32.4	34.2	No	errors
9/1/2023	08:12:07	57.64	-185.01	-185	32.8	32.4	34.2	No	errors
9/1/2023	08:22:13	57.7	-185	-185	32.7	32.4	34.2	No	errors
9/1/2023	08:32:19	57.78	-185	-185	32.7	32.4	34.2	No	errors
9/1/2023	08:42:26	57.51	-185.01	-185	32.7	32.4	34.1	No	errors
9/1/2023	08:52:32	57.7	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:02:38	57.68	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:12:45	57.63	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:22:51	57.74	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:32:57	57.71	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:43:03	57.53	-185.01	-185	32.7	32.4	34.1	No	errors
9/1/2023	09:53:10	57.64	-185.01	-185	32.7	32.4	34.1	No	errors
9/1/2023	10:03:16	57.64	-185.01	-185	32.7	32.4	34.1	No	errors
9/1/2023	10:13:22	57.57	-185	-185	32.7	32.4	34.1	No	errors
9/1/2023	10:23:29	57.75	-185	-185	32.7	32.3	34	No	errors
9/1/2023	10:33:35	57.67	-185	-185	32.9	32.5	34.2	No	errors
9/1/2023	10:43:41	57.56	-185.01	-185	32.8	32.5	34.2	No	errors
9/1/2023	10:53:47	57.76	-185	-185	32.8	32.5	34.2	No	errors
9/1/2023	11:03:54	57.82	-185	-185	32.8	32.5	34.1	No	errors
9/1/2023	11:14:00	57.61	-185.01	-185	32.8	32.4	34.1	No	errors
9/14/2023	16:29:35	54.01	-185.02	-185	29.4	29	30.9	No	errors
9/14/2023	16:39:40	53.74	-185.01	-185	29.1	28.7	30.8	No	errors
9/14/2023	16:49:46	53.68	-185.01	-185	29.1	28.6	30.7	No	errors
9/14/2023	16:59:52	53.54	-185.01	-185	29	28.5	30.7	No	errors
9/14/2023	17:09:58	53.65	-185	-185	29.1	28.5	30.9	No	errors
9/14/2023	17:20:04	53.65	-185.01	-185	29.2	28.5	31	No	errors
9/14/2023	17:30:09	53.78	-185	-185	29.3	28.6	31.2	No	errors
9/14/2023	17:40:14	53.86	-185.01	-185	29.3	28.7	31.4	No	errors
9/14/2023	17:50:19	54.11	-184.99	-185	29.4	28.8	31.5	No	errors
9/14/2023	18:00:24	54.05	-185	-185	29.5	28.8	31.6	No	errors
9/14/2023	18:10:29	54.19	-185	-185	29.5	28.9	31.6	No	errors
9/14/2023	18:20:34	54.17	-185	-185	29.6	28.9	31.7	No	errors
9/14/2023	18:30:39	54.13	-185.01	-185	29.6	29	31.7	No	errors
9/14/2023	18:40:44	54.3	-185	-185	29.7	29	31.8	No	errors
9/14/2023	18:50:49	54.4	-185	-185	29.7	29.1	31.8	No	errors
9/14/2023	19:00:54	54.22	-185	-185	29.7	29.1	31.8	No	errors
9/14/2023	19:10:59	54.33	-185	-185	29.7	29.1	31.7	No	errors
9/14/2023	19:21:04	54.48	-184.99	-185	29.7	29.1	31.8	No	errors
9/14/2023	19:31:09	54.32	-185	-185	29.8	29.1	31.8	No	errors
9/14/2023	19:41:14	54.29	-185	-185	29.8	29.1	31.8	No	errors
9/14/2023	19:51:19	54.45	-185	-185	29.7	29.1	31.8	No	errors
9/14/2023	20:01:24	54.34	-185.01	-185	29.7	29.1	31.7	No	errors
9/14/2023	20:11:29	54.39	-185	-185	29.7	29.2	31.7	No	errors
9/14/2023	20:21:34	54.22	-185.01	-185	29.5	29	31.7	No	errors
9/14/2023	20:31:39	54.11	-185.01	-185	29.4	28.9	31.5	No	errors
9/14/2023	20:41:44	54.01	-185.01	-185	29.3	28.8	31.4	No	errors
